######################################################
#
# Swiss-EnergyScope (SES) MILP modeling framework
# Data file
# Author: Stefano Moret
# Date: 27.10.2017
# Data documentation: Moret S. (2017). "Strategic Energy Planning under Uncertainty". PhD Thesis n. 7961, EPFL, Switzerland (Appendix A). (http://dx.doi.org/10.5075/epfl-thesis-7961)
# For terms of use and how to cite this work please check the ReadMe file. 
#
######################################################

# UNIT MEASURES:
# Unless otherwise specified units are:
# Energy [GWh], Power [GW], Cost [MCHF], Time [h], Passenger transport [Mpkm], Freight Transport [Mtkm]

## SETS [Figure 1.3]
set PERIODS := 1	2	3	4	5	6	7	8	9	10	11	12;
set SECTORS := HOUSEHOLDS	SERVICES	INDUSTRY	TRANSPORTATION;	
set END_USES_INPUT := ELECTRICITY	LIGHTING	HEAT_HIGH_T	HEAT_LOW_T_SH	HEAT_LOW_T_HW	MOBILITY_PASSENGER	MOBILITY_FREIGHT;
set END_USES_CATEGORIES := ELECTRICITY	HEAT_HIGH_T	HEAT_LOW_T	MOBILITY_PASSENGER	MOBILITY_FREIGHT;
set RESOURCES :=	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	LNG	NG	NG_CCS	SNG	WOOD	COAL	COAL_CCS	URANIUM	WASTE	H2	ELEC_EXPORT;
set BIOFUELS :=	BIOETHANOL	BIODIESEL	SNG;
set EXPORT := ELEC_EXPORT;

set END_USES_TYPES_OF_CATEGORY["ELECTRICITY"] :=	ELECTRICITY;
set END_USES_TYPES_OF_CATEGORY["HEAT_HIGH_T"] :=	HEAT_HIGH_T;
set END_USES_TYPES_OF_CATEGORY["HEAT_LOW_T"] :=	HEAT_LOW_T_DHN	HEAT_LOW_T_DECEN;
set END_USES_TYPES_OF_CATEGORY["MOBILITY_PASSENGER"] :=	MOB_PUBLIC	MOB_PRIVATE;
set END_USES_TYPES_OF_CATEGORY["MOBILITY_FREIGHT"] :=	MOB_FREIGHT_RAIL	MOB_FREIGHT_ROAD;

set TECHNOLOGIES_OF_END_USES_TYPE["ELECTRICITY"] := NUCLEAR	CCGT	CCGT_CCS	COAL_US	COAL_IGCC	COAL_US_CCS	COAL_IGCC_CCS	PV	WIND	HYDRO_DAM NEW_HYDRO_DAM	HYDRO_RIVER	NEW_HYDRO_RIVER	GEOTHERMAL;
set TECHNOLOGIES_OF_END_USES_TYPE["HEAT_HIGH_T"] := IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC;
set TECHNOLOGIES_OF_END_USES_TYPE["HEAT_LOW_T_DHN"] := DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO;
set TECHNOLOGIES_OF_END_USES_TYPE["HEAT_LOW_T_DECEN"] := DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC;
set TECHNOLOGIES_OF_END_USES_TYPE["MOB_PUBLIC"] := TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB;
set TECHNOLOGIES_OF_END_USES_TYPE["MOB_PRIVATE"] := CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL;
set TECHNOLOGIES_OF_END_USES_TYPE["MOB_FREIGHT_RAIL"] := TRAIN_FREIGHT;
set TECHNOLOGIES_OF_END_USES_TYPE["MOB_FREIGHT_ROAD"] := TRUCK;

set STORAGE_TECH	:=	PUMPED_HYDRO	POWER2GAS;
set INFRASTRUCTURE :=	EFFICIENCY	DHN	GRID POWER2GAS_1	POWER2GAS_2	POWER2GAS_3 H2_ELECTROLYSIS H2_NG	H2_BIOMASS	GASIFICATION_SNG	PYROLYSIS;

# Additional sets, just needed for printing results
set COGEN	:= IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE DEC_COGEN_GAS	DEC_COGEN_OIL DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2;
set BOILERS	:=	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL;


## PARAMETERS
# [A.6]
param i_rate := 0.03215
;

# end_Uses_year [A.1]
param end_uses_demand_year: HOUSEHOLDS	SERVICES	INDUSTRY	TRANSPORTATION	:=
ELECTRICITY	10848.1	15026.5	10443.5	0.0
LIGHTING	425.1	3805.2	1263.8	0.0
HEAT_HIGH_T	0.0	0.0	19021.5	0.0
HEAT_LOW_T_SH	29489.2	14524.8	4947.5	0.0
HEAT_LOW_T_HW	7537.8	3256.0	1281.8	0.0
MOBILITY_PASSENGER	0.0	0.0	0.0	146049.3
MOBILITY_FREIGHT	0.0	0.0	0.0	39966.7
;

param share_mobility_public_min := 0.3;
param share_mobility_public_max := 0.5;

param share_freight_train_min := 0.4;
param share_freight_train_max := 0.6;

param share_heat_dhn_min := 0.1;
param share_heat_dhn_max := 0.3;

# [Table A.4]
param: 	t_op	lighting_month	heating_month	:=
1	744	0.1240	0.1984
2	672	0.1020	0.1654
3	744	0.0918	0.1421
4	720	0.0708	0.0319
5	744	0.0588	0
6	720	0.0438	0
7	744	0.0408	0
8	744	0.0398	0
9	720	0.0678	0.0147
10	744	0.1048	0.0898
11	720	0.1238	0.1383
12	744	0.1318	0.2194
;				

# f:[efficiencies in A.2-A.4]
param layers_in_out:	ELECTRICITY	GASOLINE	DIESEL	LFO	LNG	NG	NG_CCS	WOOD	COAL	COAL_CCS	URANIUM	WASTE	H2	HEAT_HIGH_T	HEAT_LOW_T_DHN	HEAT_LOW_T_DECEN	MOB_PUBLIC	MOB_PRIVATE	MOB_FREIGHT_RAIL	MOB_FREIGHT_ROAD	:=
ELECTRICITY	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GASOLINE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIESEL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOETHANOL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIODIESEL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LFO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG_CCS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SNG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WOOD	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
COAL	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
COAL_CCS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
URANIUM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WASTE	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
H2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ELEC_EXPORT	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUCLEAR	1	0	0	0	0	0	0	0	0	0	-2.7027	0	0	0	0	0	0	0	0	0
CCGT	1	0	0	0	0	-1.5873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCGT_CCS	1	0	0	0	0	0	-1.7544	0	0	0	0	0	0	0	0	0	0	0	0	0
COAL_US	1	0	0	0	0	0	0	0	-2.0408	0	0	0	0	0	0	0	0	0	0	0
COAL_IGCC	1	0	0	0	0	0	0	0	-1.8519	0	0	0	0	0	0	0	0	0	0	0
COAL_US_CCS	1	0	0	0	0	0	0	0	0	-2.3810	0	0	0	0	0	0	0	0	0	0
COAL_IGCC_CCS	1	0	0	0	0	0	0	0	0	-2.0833	0	0	0	0	0	0	0	0	0	0
PV	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WIND	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYDRO_DAM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW_HYDRO_DAM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYDRO_RIVER	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEW_HYDRO_RIVER	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEOTHERMAL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IND_COGEN_GAS	0.9565	0	0	0	0	-2.1739	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IND_COGEN_WOOD	0.3396	0	0	0	0	0	0	-1.8868	0	0	0	0	0	1	0	0	0	0	0	0
IND_COGEN_WASTE	0.4444	0	0	0	0	0	0	0	0	0	0	-2.2222	0	1	0	0	0	0	0	0
IND_BOILER_GAS	0	0	0	0	0	-1.0785	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IND_BOILER_WOOD	0	0	0	0	0	0	0	-1.1568	0	0	0	0	0	1	0	0	0	0	0	0
IND_BOILER_OIL	0	0	0	-1.1461	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IND_BOILER_COAL	0	0	0	0	0	0	0	0	-1.2195	0	0	0	0	1	0	0	0	0	0	0
IND_BOILER_WASTE	0	0	0	0	0	0	0	0	0	0	0	-1.2195	0	1	0	0	0	0	0	0
IND_DIRECT_ELEC	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DHN_HP_ELEC	-0.2500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DHN_COGEN_GAS	1.2500	0	0	0	0	-2.5000	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DHN_COGEN_WOOD	0.3396	0	0	0	0	0	0	-1.8868	0	0	0	0	0	0	1	0	0	0	0	0
DHN_COGEN_WASTE	0.4444	0	0	0	0	0	0	0	0	0	0	-2.2222	0	0	1	0	0	0	0	0
DHN_BOILER_GAS	0	0	0	0	0	-1.0785	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DHN_BOILER_WOOD	0	0	0	0	0	0	0	-1.1568	0	0	0	0	0	0	1	0	0	0	0	0
DHN_BOILER_OIL	0	0	0	-1.1461	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DHN_DEEP_GEO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DEC_HP_ELEC	-0.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_THHP_GAS	0	0	0	0	0	-0.6667	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_COGEN_GAS	0.9565	0	0	0	0	-2.1739	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_COGEN_OIL	0.9070	0	0	-2.3256	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_ADVCOGEN_GAS	2.6364	0	0	0	0	-4.5455	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_ADVCOGEN_H2	2.6364	0	0	0	0	0	0	0	0	0	0	0	-4.5455	0	0	1	0	0	0	0
DEC_BOILER_GAS	0	0	0	0	0	-1.1111	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_BOILER_WOOD	0	0	0	0	0	0	0	-1.1765	0	0	0	0	0	0	0	1	0	0	0	0
DEC_BOILER_OIL	0	0	0	-1.1765	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_SOLAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DEC_DIRECT_ELEC	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRAMWAY_TROLLEY	-0.1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BUS_COACH_DIESEL	0	0	-0.2655	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
