TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh]
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	0.000592	0.000015	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001257	0.961540	0.048263	0.000080
CCGT_AMMONIA	3055.439224	77.384457	25.000000	0.000000	3.957874	Infinity	0.000000	0.173827	1.000000	0.630000	0.630000	0.048263	521.362920
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	51482.247430	587.931223	25.000000	0.000000	59.174997	59.200000	0.000000	0.485808	1.000000	0.117764	1.000000	0.048263	24896.150263
WIND_ONSHORE	10399.999981	120.960000	30.000000	0.000000	10.000000	10.000000	0.000000	0.167421	1.000000	0.240158	1.000000	0.041639	3104.887962
WIND_OFFSHORE	29847.779707	207.665998	30.000000	0.000000	6.000000	6.000000	0.000000	0.169132	1.000000	0.404353	1.000000	0.041639	2915.961620
HYDRO_RIVER	580.165799	5.801152	40.000000	0.000000	0.115000	0.115000	0.000000	0.003812	1.000000	0.475523	1.000000	0.033427	96.246933
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.041639	0.000000
IND_COGEN_GAS	3200.437487	205.721141	25.000000	0.000000	2.272990	Infinity	0.000000	0.220695	1.000000	0.839413	0.850000	0.048263	659.829418
IND_COGEN_WOOD	0.000625	0.000023	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000777	0.850000	0.048263	0.000074
IND_COGEN_WASTE	0.000644	0.000024	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000612	0.850000	0.048263	0.000067
IND_BOILER_GAS	196.319706	3.933347	17.000000	0.000000	3.333668	Infinity	0.000000	0.124431	1.000000	0.322691	0.950000	0.067080	17.875096
IND_BOILER_WOOD	383.561976	7.671194	17.000000	0.000000	3.330109	Infinity	0.000000	0.267099	1.000000	0.693418	0.900000	0.067080	139.388028
IND_BOILER_OIL	0.000532	0.000011	17.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.001045	0.950000	0.067080	0.000052
IND_BOILER_COAL	0.000472	0.000009	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.000815	0.900000	0.067080	0.000229
IND_BOILER_WASTE	276.055371	5.521075	17.000000	0.000000	2.396730	Infinity	0.000000	0.192731	1.000000	0.695208	0.900000	0.067080	105.736940
IND_DIRECT_ELEC	6220.237151	28.217570	15.000000	0.000000	18.716487	Infinity	0.000000	0.195044	1.000000	0.090093	0.950000	0.074944	15.300694
DHN_HP_ELEC	2720.901323	92.263579	25.000000	0.000000	7.892161	Infinity	0.000000	1.000000	1.000000	0.677747	0.950000	0.048263	319.425975
DHN_COGEN_GAS	0.000552	0.000016	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000568	0.850000	0.048263	0.000057
DHN_COGEN_WOOD	0.000466	0.000017	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000264	0.850000	0.048263	0.000057
DHN_COGEN_WASTE	0.000510	0.000019	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000253	0.850000	0.048263	0.000053
DHN_COGEN_WET_BIOMASS	0.000300	0.000024	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000173	0.750000	0.048263	0.000674
DHN_COGEN_BIO_HYDROLYSIS	0.000695	0.000034	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001041	0.850000	0.074944	0.000328
DHN_BOILER_GAS	0.000118	0.000002	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000580	0.950000	0.067080	0.000011
DHN_BOILER_WOOD	0.000179	0.000004	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000434	0.900000	0.067080	0.000065
DHN_BOILER_OIL	0.000137	0.000003	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000316	0.950000	0.067080	0.000013
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000129	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000174	1.000000	0.041639	0.000565
DEC_HP_ELEC	9629.416825	401.495914	18.000000	0.000000	19.570394	Infinity	0.000000	1.000000	1.000000	0.449381	1.000000	0.063806	792.088824
DEC_THHP_GAS	0.000922	0.000027	20.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.003767	1.000000	0.058246	0.000562
DEC_COGEN_GAS	0.000702	0.000045	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000760	1.000000	0.058246	0.000224
DEC_COGEN_OIL	0.000667	0.000041	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000325	1.000000	0.058246	0.000230
DEC_ADVCOGEN_GAS	0.001505	0.000028	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000403	1.000000	0.058246	0.000034
DEC_ADVCOGEN_H2	0.001491	0.000028	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000399	1.000000	0.058246	0.000034
DEC_BOILER_GAS	0.000983	0.000029	17.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.000726	1.000000	0.067080	0.000033
DEC_BOILER_WOOD	0.000781	0.000027	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000607	1.000000	0.067080	0.000071
DEC_BOILER_OIL	0.000668	0.000040	17.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.000421	1.000000	0.067080	0.000025
DEC_SOLAR	0.002211	0.000025	20.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.001659	1.000000	0.058246	0.004862
DEC_DIRECT_ELEC	0.000930	0.000004	15.000000	0.000000	0.000023	Infinity	0.000000	0.000000	1.000000	0.000568	1.000000	0.074944	0.000019
TRAMWAY_TROLLEY	4725.034461	94.500689	30.000000	0.000000	7.560055	Infinity	0.000000	0.300000	0.300000	0.342470	0.342470	0.041639	0.009224
BUS_COACH_DIESEL	0.000656	0.000033	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.003749	0.296800	0.074944	0.000000
BUS_COACH_HYDIESEL	0.003202	0.000128	15.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.012048	0.296800	0.074944	0.000000
BUS_COACH_CNG_STOICH	3553.949807	177.697813	15.000000	0.000000	5.815565	Infinity	0.000000	0.200000	1.000000	0.296800	0.296800	0.074944	0.021033
BUS_COACH_FC_HYBRIDH2	0.000363	0.000011	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.002272	0.296800	0.074944	0.000000
TRAIN_PUB	23625.649584	852.657342	40.000000	0.000000	15.687474	Infinity	0.000000	0.500000	0.500000	0.275070	0.275070	0.033427	0.007609
CAR_GASOLINE	0.002558	0.000146	10.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.003772	0.051370	0.108434	0.000000
CAR_DIESEL	0.000313	0.000017	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000911	0.051370	0.108434	0.000000
CAR_NG	8404.122804	469.744625	10.000000	0.000000	19.572693	Infinity	0.000000	0.116502	1.000000	0.051370	0.051370	0.108434	0.580130
CAR_METHANOL	0.000450	0.000026	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000871	0.051370	0.108434	0.000000
CAR_HEV	0.000305	0.000024	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000907	0.051370	0.108434	0.000000
CAR_PHEV	0.026830	0.001999	10.000000	0.000000	0.000059	Infinity	0.000000	0.000000	1.000000	0.019770	0.051370	0.108434	0.000002
CAR_BEV	64393.436261	1484.301138	10.000000	0.000000	148.430114	Infinity	0.000000	0.883498	1.000000	0.051370	0.051370	0.108434	6.633118
CAR_FUEL_CELL	0.000326	0.000005	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000852	0.051370	0.108434	0.000000
TRAIN_FREIGHT	737.033442	14.740046	40.000000	0.000000	7.058355	Infinity	0.000000	1.000000	1.000000	0.342470	0.342470	0.033427	0.008113
