Name	Used	Potential
ELECTRICITY	27567.310490	27567.311340
GASOLINE	0.000431	Infinity
DIESEL	0.001704	Infinity
BIOETHANOL	0.002337	Infinity
BIODIESEL	2497.515772	Infinity
LFO	0.002275	Infinity
GAS	0.000009	Infinity
GAS_RE	36444.359718	Infinity
WOOD	23399.998237	23400.000000
WET_BIOMASS	38899.998656	38900.000000
COAL	0.000871	33354.999440
URANIUM	0.000000	Infinity
WASTE	17799.999682	17800.000000
H2	0.000002	Infinity
H2_RE	14219.295888	Infinity
AMMONIA	0.000411	Infinity
METHANOL	0.000423	Infinity
AMMONIA_RE	52843.446840	Infinity
METHANOL_RE	52895.431490	Infinity
ELEC_EXPORT	583.736992	Infinity
CO2_EMISSIONS	34933.577036	Infinity
RES_WIND	42290.610911	Infinity
RES_SOLAR	61045.664950	Infinity
RES_HYDRO	479.041623	Infinity
RES_GEO	0.000000	Infinity
CO2_ATM	0.000166	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
