Name	HH_constr	HH_op
NUCLEAR	0.000000	0.000000
CCGT	215.877562	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	17484.399937	0.000000
WIND_ONSHORE	852.254083	0.000000
WIND_OFFSHORE	668.502000	0.000000
HYDRO_RIVER	27.243440	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	538.167019	0.000000
IND_COGEN_WOOD	0.000038	0.000000
IND_COGEN_WASTE	0.000053	0.000000
IND_BOILER_GAS	0.000086	0.000000
IND_BOILER_WOOD	3.493686	0.000000
IND_BOILER_OIL	0.000085	0.000000
IND_BOILER_COAL	0.000103	0.000000
IND_BOILER_WASTE	97.474019	0.000000
IND_DIRECT_ELEC	6.184488	0.000000
DHN_HP_ELEC	288.093261	0.000000
DHN_COGEN_GAS	0.000213	0.000000
DHN_COGEN_WOOD	0.000026	0.000000
DHN_COGEN_WASTE	0.000042	0.000000
DHN_COGEN_WET_BIOMASS	0.000055	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000241	0.000000
DHN_BOILER_GAS	0.000020	0.000000
DHN_BOILER_WOOD	0.000106	0.000000
DHN_BOILER_OIL	0.000019	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000212	0.000000
DEC_HP_ELEC	944.054784	0.000000
DEC_THHP_GAS	0.000575	0.000000
DEC_COGEN_GAS	0.000093	0.000000
DEC_COGEN_OIL	0.000078	0.000000
DEC_ADVCOGEN_GAS	0.000032	0.000000
DEC_ADVCOGEN_H2	0.000020	0.000000
DEC_BOILER_GAS	0.000254	0.000000
DEC_BOILER_WOOD	0.000095	0.000000
DEC_BOILER_OIL	0.000223	0.000000
DEC_SOLAR	0.003304	0.000000
DEC_DIRECT_ELEC	0.000036	0.000000
TRAMWAY_TROLLEY	42.015710	0.000000
BUS_COACH_DIESEL	0.000026	0.000000
BUS_COACH_HYDIESEL	0.000061	0.000000
BUS_COACH_CNG_STOICH	192.162519	0.000000
BUS_COACH_FC_HYBRIDH2	0.000008	0.000000
TRAIN_PUB	238.571858	0.000000
CAR_GASOLINE	0.000092	0.000000
CAR_DIESEL	0.000067	0.000000
CAR_NG	0.000059	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000055	0.000000
CAR_PHEV	0.012785	0.000000
CAR_BEV	23361.172478	0.000000
CAR_FUEL_CELL	0.000273	0.000000
TRAIN_FREIGHT	51.740438	0.000000
BOAT_FREIGHT_DIESEL	89.945306	0.000000
BOAT_FREIGHT_NG	0.000093	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000553	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000334	0.000000
TRUCK_ELEC	0.000352	0.000000
TRUCK_NG	400.458423	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	2.013896	0.000000
BATT_LI	0.003920	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000487	0.000000
TS_DEC_HP_ELEC	121.380225	0.000000
TS_DEC_THHP_GAS	0.000486	0.000000
TS_DEC_COGEN_GAS	0.000486	0.000000
TS_DEC_COGEN_OIL	0.000486	0.000000
TS_DEC_ADVCOGEN_GAS	0.000485	0.000000
TS_DEC_ADVCOGEN_H2	0.000485	0.000000
TS_DEC_BOILER_GAS	0.000486	0.000000
TS_DEC_BOILER_WOOD	0.000486	0.000000
TS_DEC_BOILER_OIL	0.000486	0.000000
TS_DHN_DAILY	0.001751	0.000000
TS_DHN_SEASONAL	187.618957	0.000000
TS_HIGH_TEMP	614.620535	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000165	0.000000
BIO_HYDROLYSIS	339.561141	0.000000
GASIFICATION_SNG	0.000017	0.000000
H2_BIOMASS	0.000015	0.000000
H2_ELECTROLYSIS	0.000280	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000077	0.000000
PYROLYSIS_TO_LFO	0.000101	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	4029.599999
GASOLINE	0.000000	0.000374
DIESEL	0.000000	0.001231
BIOETHANOL	0.000000	0.000440
BIODIESEL	0.000000	11043.154991
LFO	0.000000	0.001895
GAS	0.000000	12769.017663
GAS_RE	0.000000	21447.006820
WOOD	0.000000	538.200008
WET_BIOMASS	0.000000	8168.999814
COAL	0.000000	0.002343
URANIUM	0.000000	0.000000
WASTE	0.000000	8668.599765
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
