TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	6809.249714	172.877324	25.000000	0.000000	8.820272	Infinity	0.000000	0.177588	1.000000	0.283204	0.962000	0.048263	1384.782649
CCGT_AMMONIA	0.000234	0.000006	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.005947	0.962000	0.048263	0.000047
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	51384.457944	587.082198	25.000000	0.000000	59.062595	59.200000	0.000000	0.482020	1.000000	0.114794	1.000000	0.048263	65559.480826
WIND_ONSHORE	10400.000275	121.000003	30.000000	0.000000	10.000000	10.000000	0.000000	0.168261	1.000000	0.236674	1.000000	0.041639	5570.000147
WIND_OFFSHORE	29820.000372	207.600003	30.000000	0.000000	6.000000	6.000000	0.000000	0.168285	1.000000	0.394513	1.000000	0.041639	4584.000057
HYDRO_RIVER	579.600552	5.796006	40.000000	0.000000	0.115000	0.115000	0.000000	0.003846	1.000000	0.470434	1.000000	0.033427	323.150308
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.041639	0.000000
IND_COGEN_GAS	7330.079859	470.476757	25.000000	0.000000	5.198638	Infinity	0.000000	0.634570	1.000000	0.810919	0.850000	0.048263	2677.298672
IND_COGEN_WOOD	0.000046	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.008366	0.850000	0.048263	0.000007
IND_COGEN_WASTE	0.000052	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.025081	0.850000	0.048263	0.000010
IND_BOILER_GAS	0.002001	0.000040	17.000000	0.000000	0.000034	Infinity	0.000000	0.000000	1.000000	0.027973	0.950000	0.067080	0.000438
IND_BOILER_WOOD	0.000774	0.000015	17.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.012359	0.900000	0.067080	0.000531
IND_BOILER_OIL	0.000731	0.000016	17.000000	0.000000	0.000013	Infinity	0.000000	0.000000	1.000000	0.004122	0.950000	0.067080	0.000172
IND_BOILER_COAL	0.001087	0.000022	17.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.031031	0.900000	0.067080	0.000395
IND_BOILER_WASTE	307.888734	6.157775	17.000000	0.000000	2.677293	Infinity	0.000000	0.248446	1.000000	0.616486	0.900000	0.067080	211.238444
IND_DIRECT_ELEC	3023.544513	13.751663	15.000000	0.000000	9.107062	Infinity	0.000000	0.116983	1.000000	0.085336	0.950000	0.074944	14.662369
DHN_HP_ELEC	3472.861211	117.775293	25.000000	0.000000	10.066264	Infinity	0.000000	0.999997	1.000000	0.597554	0.950000	0.048263	1459.608335
DHN_COGEN_GAS	0.013976	0.000410	25.000000	0.000000	0.000011	Infinity	0.000000	0.000001	1.000000	0.057234	0.850000	0.048263	0.001755
DHN_COGEN_WOOD	0.000007	0.000000	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.004481	0.850000	0.048263	0.000001
DHN_COGEN_WASTE	0.000008	0.000000	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.011272	0.850000	0.048263	0.000002
DHN_COGEN_WET_BIOMASS	0.000009	0.000001	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.018402	0.750000	0.048263	0.000004
DHN_COGEN_BIO_HYDROLYSIS	0.000038	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000001	1.000000	0.035498	0.850000	0.074944	0.000005
DHN_BOILER_GAS	0.000023	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.004788	0.950000	0.067080	0.000005
DHN_BOILER_WOOD	0.000015	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.004337	0.900000	0.067080	0.000010
DHN_BOILER_OIL	0.000011	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.002785	0.950000	0.067080	0.000003
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000460	0.000001	30.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.020318	1.000000	0.041639	0.000271
DEC_HP_ELEC	11934.721508	497.280063	18.000000	0.000000	24.257564	Infinity	0.000000	0.999996	1.000000	0.444275	1.000000	0.063806	3517.346786
DEC_THHP_GAS	0.017184	0.000502	20.000000	0.000000	0.000054	Infinity	0.000000	0.000003	1.000000	0.284877	1.000000	0.058246	0.019414
DEC_COGEN_GAS	0.001029	0.000066	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.019638	1.000000	0.058246	0.000250
DEC_COGEN_OIL	0.000100	0.000006	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.004627	1.000000	0.058246	0.000026
DEC_ADVCOGEN_GAS	0.000383	0.000007	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.007173	1.000000	0.058246	0.000011
DEC_ADVCOGEN_H2	0.000284	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001314	1.000000	0.058246	0.000008
DEC_BOILER_GAS	0.001274	0.000038	17.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.010713	1.000000	0.067080	0.000365
DEC_BOILER_WOOD	0.000018	0.000001	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.009735	1.000000	0.067080	0.000003
DEC_BOILER_OIL	0.000142	0.000009	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.004581	1.000000	0.067080	0.000045
DEC_SOLAR	0.000993	0.000011	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.021333	1.000000	0.058246	0.000717
DEC_DIRECT_ELEC	0.002365	0.000010	15.000000	0.000000	0.000059	Infinity	0.000000	0.000000	1.000000	0.022217	1.000000	0.074944	0.000095
TRAMWAY_TROLLEY	6070.705299	121.414106	30.000000	0.000000	9.713128	Infinity	0.000000	0.300003	0.300000	0.342006	0.342000	0.041639	174.836313
BUS_COACH_DIESEL	0.030605	0.001533	15.000000	0.000000	0.000050	Infinity	0.000000	0.000005	1.000000	0.563471	0.297000	0.074944	0.004759
BUS_COACH_HYDIESEL	0.047582	0.001902	15.000000	0.000000	0.000057	Infinity	0.000000	0.000005	1.000000	0.601009	0.297000	0.074944	0.006797
BUS_COACH_CNG_STOICH	15945.455226	798.577627	15.000000	0.000000	26.097308	Infinity	0.000000	0.699981	1.000000	0.297001	0.297000	0.074944	2479.244266
BUS_COACH_FC_HYBRIDH2	0.000490	0.000015	15.000000	0.000000	0.000000	Infinity	0.000000	0.000001	1.000000	0.139312	0.297000	0.074944	0.000065
TRAIN_PUB	0.008451	0.000304	40.000000	0.000000	0.000006	Infinity	0.000000	0.000005	0.500000	0.571972	0.275000	0.033427	0.000456
CAR_GASOLINE	0.004009	0.000229	10.000000	0.000000	0.000010	Infinity	0.000000	0.000001	1.000000	0.114202	0.051400	0.108434	0.001718
CAR_DIESEL	0.002261	0.000125	10.000000	0.000000	0.000005	Infinity	0.000000	0.000001	1.000000	0.141645	0.051400	0.108434	0.001026
CAR_NG	0.004987	0.000279	10.000000	0.000000	0.000012	Infinity	0.000000	0.000002	1.000000	0.225129	0.051400	0.108434	0.002092
CAR_METHANOL	0.000481	0.000028	10.000000	0.000000	0.000001	Infinity	0.000000	0.000001	1.000000	0.139562	0.051400	0.108434	0.000206
CAR_HEV	0.006471	0.000513	10.000000	0.000000	0.000015	Infinity	0.000000	0.000001	1.000000	0.117022	0.051400	0.108434	0.003439
CAR_PHEV	0.096291	0.007180	10.000000	0.000000	0.000211	Infinity	0.000000	0.000002	1.000000	0.103209	0.051400	0.108434	0.048357
CAR_BEV	96940.639753	2154.236439	10.000000	0.000000	215.423644	Infinity	0.000000	0.999989	1.000000	0.051400	0.051400	0.108434	43946.423354
CAR_FUEL_CELL	0.019625	0.000451	10.000000	0.000000	0.000045	Infinity	0.000000	0.000002	1.000000	0.242500	0.051400	0.108434	0.012632
TRAIN_FREIGHT	850.483808	17.091453	40.000000	0.000000	8.177729	Infinity	0.000000	1.000000	1.000000	0.342005	0.342000	0.033427	397.437626
