Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	328.637910	172.877324	0.000000
CCGT_AMMONIA	0.000011	0.000006	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	2479.991417	587.082198	0.000000
WIND_ONSHORE	433.047569	121.000003	0.000000
WIND_OFFSHORE	1241.680609	207.600003	0.000000
HYDRO_RIVER	19.374367	5.796006	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	353.774971	470.476757	0.000000
IND_COGEN_WOOD	0.000002	0.000002	0.000000
IND_COGEN_WASTE	0.000003	0.000002	0.000000
IND_BOILER_GAS	0.000134	0.000040	0.000000
IND_BOILER_WOOD	0.000052	0.000015	0.000000
IND_BOILER_OIL	0.000049	0.000016	0.000000
IND_BOILER_COAL	0.000073	0.000022	0.000000
IND_BOILER_WASTE	20.653071	6.157775	0.000000
IND_DIRECT_ELEC	226.597595	13.751663	0.000000
DHN_HP_ELEC	167.612277	117.775293	0.000000
DHN_COGEN_GAS	0.000675	0.000410	0.000000
DHN_COGEN_WOOD	0.000000	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000001	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000003	0.000002	0.000000
DHN_BOILER_GAS	0.000002	0.000000	0.000000
DHN_BOILER_WOOD	0.000001	0.000000	0.000000
DHN_BOILER_OIL	0.000001	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000019	0.000001	0.000000
DEC_HP_ELEC	761.504236	497.280063	0.000000
DEC_THHP_GAS	0.001001	0.000502	0.000000
DEC_COGEN_GAS	0.000060	0.000066	0.000000
DEC_COGEN_OIL	0.000006	0.000006	0.000000
DEC_ADVCOGEN_GAS	0.000022	0.000007	0.000000
DEC_ADVCOGEN_H2	0.000017	0.000005	0.000000
DEC_BOILER_GAS	0.000085	0.000038	0.000000
DEC_BOILER_WOOD	0.000001	0.000001	0.000000
DEC_BOILER_OIL	0.000009	0.000009	0.000000
DEC_SOLAR	0.000058	0.000011	0.000000
DEC_DIRECT_ELEC	0.000177	0.000010	0.000000
TRAMWAY_TROLLEY	252.779241	121.414106	0.000000
BUS_COACH_DIESEL	0.002294	0.001533	0.000000
BUS_COACH_HYDIESEL	0.003566	0.001902	0.000000
BUS_COACH_CNG_STOICH	1195.021868	798.577627	0.000000
BUS_COACH_FC_HYBRIDH2	0.000037	0.000015	0.000000
