Name	Einv_constr	Einv_op
NUCLEAR	0.000000	0.000000
CCGT	216.978683	0.000000
CCGT_AMMONIA	0.000007	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10560.392047	0.000000
WIND_ONSHORE	956.666692	0.000000
WIND_OFFSHORE	548.000007	0.000000
HYDRO_RIVER	23.747523	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	417.970511	0.000000
IND_COGEN_WOOD	0.000001	0.000000
IND_COGEN_WASTE	0.000001	0.000000
IND_BOILER_GAS	0.000091	0.000000
IND_BOILER_WOOD	0.000110	0.000000
IND_BOILER_OIL	0.000036	0.000000
IND_BOILER_COAL	0.000083	0.000000
IND_BOILER_WASTE	43.624133	0.000000
IND_DIRECT_ELEC	3.393898	0.000000
DHN_HP_ELEC	85.361922	0.000000
DHN_COGEN_GAS	0.000275	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000001	0.000000
DHN_BOILER_GAS	0.000001	0.000000
DHN_BOILER_WOOD	0.000002	0.000000
DHN_BOILER_OIL	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000033	0.000000
DEC_HP_ELEC	285.700199	0.000000
DEC_THHP_GAS	0.003535	0.000000
DEC_COGEN_GAS	0.000051	0.000000
DEC_COGEN_OIL	0.000005	0.000000
DEC_ADVCOGEN_GAS	0.000012	0.000000
DEC_ADVCOGEN_H2	0.000009	0.000000
DEC_BOILER_GAS	0.000076	0.000000
DEC_BOILER_WOOD	0.000001	0.000000
DEC_BOILER_OIL	0.000009	0.000000
DEC_SOLAR	0.000135	0.000000
DEC_DIRECT_ELEC	0.000022	0.000000
TRAMWAY_TROLLEY	23.700033	0.000000
BUS_COACH_DIESEL	0.001269	0.000000
BUS_COACH_HYDIESEL	0.001790	0.000000
