TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	0.005290	0.000134	25.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.000911	0.962000	0.048263	0.001076
CCGT_AMMONIA	0.001898	0.000048	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000303	0.962000	0.048263	0.000386
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	51482.247664	588.199473	25.000000	0.000000	59.174997	59.200000	0.000000	0.586116	1.000000	0.118708	1.000000	0.048263	65684.247019
WIND_ONSHORE	10399.999998	121.000000	30.000000	0.000000	10.000000	10.000000	0.000000	0.202968	1.000000	0.243255	1.000000	0.041639	5569.999999
WIND_OFFSHORE	29820.000000	207.600000	30.000000	0.000000	6.000000	6.000000	0.000000	0.206272	1.000000	0.412023	1.000000	0.041639	4584.000000
HYDRO_RIVER	579.600000	5.796000	40.000000	0.000000	0.115000	0.115000	0.000000	0.004644	1.000000	0.484000	1.000000	0.033427	323.150000
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.041639	0.000000
IND_COGEN_GAS	12190.779666	782.457844	25.000000	0.000000	8.645943	Infinity	0.000000	0.441758	1.000000	0.441689	0.850000	0.048263	4452.660658
IND_COGEN_WOOD	0.001464	0.000054	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000574	0.850000	0.048263	0.000229
IND_COGEN_WASTE	0.001808	0.000067	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000408	0.850000	0.048263	0.000357
IND_BOILER_GAS	0.000859	0.000017	17.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.004617	0.950000	0.067080	0.000188
IND_BOILER_WOOD	365.839947	7.316799	17.000000	0.000000	3.181217	Infinity	0.000000	0.209347	1.000000	0.568877	0.900000	0.067080	250.998015
IND_BOILER_OIL	0.000748	0.000016	17.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.000367	0.950000	0.067080	0.000176
IND_BOILER_COAL	0.000484	0.000010	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.000160	0.900000	0.067080	0.000176
IND_BOILER_WASTE	336.984465	6.739689	17.000000	0.000000	2.930300	Infinity	0.000000	0.190930	1.000000	0.563256	0.900000	0.067080	231.200646
IND_DIRECT_ELEC	7555.934275	34.365846	15.000000	0.000000	22.758838	Infinity	0.000000	0.157965	1.000000	0.060000	0.950000	0.074944	36.641729
DHN_HP_ELEC	4175.255523	141.595622	25.000000	0.000000	12.102190	Infinity	0.000000	0.749893	1.000000	0.369378	0.950000	0.048263	1754.817539
DHN_COGEN_GAS	1253.685794	36.808215	25.000000	0.000000	1.002949	Infinity	0.000000	0.001303	1.000000	0.007743	0.850000	0.048263	157.462936
DHN_COGEN_WOOD	0.001316	0.000048	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000172	0.850000	0.048263	0.000206
DHN_COGEN_WASTE	0.001629	0.000060	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000151	0.850000	0.048263	0.000321
DHN_COGEN_WET_BIOMASS	0.000777	0.000064	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000130	0.750000	0.048263	0.000328
DHN_COGEN_BIO_HYDROLYSIS	16775.535086	820.301495	15.000000	0.000000	3.695052	Infinity	0.000000	0.248804	1.000000	0.401396	0.850000	0.074944	2135.739929
DHN_BOILER_GAS	0.000796	0.000016	17.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.000211	0.950000	0.067080	0.000174
DHN_BOILER_WOOD	0.000264	0.000005	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000216	0.900000	0.067080	0.000181
DHN_BOILER_OIL	0.000755	0.000016	17.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.000144	0.950000	0.067080	0.000177
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000250	0.000000	30.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000381	1.000000	0.041639	0.000147
DEC_HP_ELEC	13054.650889	543.943787	18.000000	0.000000	26.533843	Infinity	0.000000	1.000000	1.000000	0.380020	1.000000	0.063806	3847.407274
DEC_THHP_GAS	0.000378	0.000011	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000520	1.000000	0.058246	0.000428
DEC_COGEN_GAS	0.001554	0.000100	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000274	1.000000	0.058246	0.000378
DEC_COGEN_OIL	0.001416	0.000087	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000135	1.000000	0.058246	0.000371
DEC_ADVCOGEN_GAS	0.002631	0.000049	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000191	1.000000	0.058246	0.000077
DEC_ADVCOGEN_H2	0.002558	0.000048	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000088	1.000000	0.058246	0.000075
DEC_BOILER_GAS	0.001231	0.000037	17.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.000236	1.000000	0.067080	0.000353
DEC_BOILER_WOOD	0.002456	0.000086	17.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.000255	1.000000	0.067080	0.000364
DEC_BOILER_OIL	0.001209	0.000073	17.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.000169	1.000000	0.067080	0.000388
DEC_SOLAR	0.001428	0.000016	20.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.001162	1.000000	0.058246	0.001031
DEC_DIRECT_ELEC	0.007716	0.000034	15.000000	0.000000	0.000193	Infinity	0.000000	0.000000	1.000000	0.000112	1.000000	0.074944	0.000311
TRAMWAY_TROLLEY	4605.013646	92.100273	30.000000	0.000000	7.368022	Infinity	0.000000	0.300000	0.300000	0.342000	0.342000	0.041639	132.624393
BUS_COACH_DIESEL	0.000046	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000014	0.297000	0.074944	0.000007
BUS_COACH_HYDIESEL	0.001018	0.000041	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.004366	0.297000	0.074944	0.000145
BUS_COACH_CNG_STOICH	3455.973409	173.081483	15.000000	0.000000	5.656258	Infinity	0.000000	0.200000	1.000000	0.297000	0.297000	0.074944	537.344474
BUS_COACH_FC_HYBRIDH2	0.000079	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000011	0.297000	0.074944	0.000010
TRAIN_PUB	23060.568666	830.791348	40.000000	0.000000	15.271900	Infinity	0.000000	0.500000	0.500000	0.275000	0.275000	0.033427	1244.659832
CAR_GASOLINE	0.000038	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000161	0.051400	0.108434	0.000016
CAR_DIESEL	0.000033	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000155	0.051400	0.108434	0.000015
CAR_NG	0.000259	0.000014	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000543	0.051400	0.108434	0.000109
CAR_METHANOL	0.000075	0.000004	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000182	0.051400	0.108434	0.000032
CAR_HEV	0.000047	0.000004	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000161	0.051400	0.108434	0.000025
CAR_PHEV	0.019832	0.001479	10.000000	0.000000	0.000043	Infinity	0.000000	0.000000	1.000000	0.011429	0.051400	0.108434	0.009959
CAR_BEV	73536.859775	1634.152439	10.000000	0.000000	163.415244	Infinity	0.000000	1.000000	1.000000	0.051400	0.051400	0.108434	33336.709765
CAR_FUEL_CELL	0.000147	0.000003	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000289	0.051400	0.108434	0.000094
TRAIN_FREIGHT	609.181215	12.242199	40.000000	0.000000	5.857512	Infinity	0.000000	1.000000	1.000000	0.342000	0.342000	0.033427	284.675068
