Name	Used	Potential
ELECTRICITY	1840.298863	25625.546080
GASOLINE	0.000417	Infinity
DIESEL	0.000670	Infinity
BIOETHANOL	0.001545	Infinity
BIODIESEL	5773.472000	Infinity
LFO	0.001580	Infinity
GAS	0.000005	Infinity
GAS_RE	42641.545382	Infinity
WOOD	23400.000169	23400.000000
WET_BIOMASS	38900.000057	38900.000000
COAL	0.000575	33354.999440
URANIUM	42368.555331	Infinity
WASTE	17799.998404	17800.000000
H2	0.000002	Infinity
H2_RE	17779.648114	Infinity
AMMONIA	0.000508	Infinity
METHANOL	0.000464	Infinity
AMMONIA_RE	63475.129993	Infinity
METHANOL_RE	51819.013206	Infinity
ELEC_EXPORT	167.199136	Infinity
CO2_EMISSIONS	37296.450454	Infinity
RES_WIND	42653.850744	Infinity
RES_SOLAR	61314.238186	Infinity
RES_HYDRO	480.161975	Infinity
RES_GEO	0.000000	Infinity
CO2_ATM	0.000195	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
