TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	5567.068699	141.340086	25.000000	0.000000	7.211229	Infinity	0.000000	0.122147	1.000000	0.229881	0.962000	0.048263	1132.162935
CCGT_AMMONIA	0.000340	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000109	0.962000	0.048263	0.000069
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	51482.248535	588.199483	25.000000	0.000000	59.174998	59.200000	0.000000	0.516744	1.000000	0.118513	1.000000	0.048263	65684.248131
WIND_ONSHORE	10399.999997	121.000000	30.000000	0.000000	10.000000	10.000000	0.000000	0.177131	1.000000	0.240394	1.000000	0.041639	5569.999998
WIND_OFFSHORE	29819.999999	207.600000	30.000000	0.000000	6.000000	6.000000	0.000000	0.179953	1.000000	0.407040	1.000000	0.041639	4584.000000
HYDRO_RIVER	579.600000	5.796000	40.000000	0.000000	0.115000	0.115000	0.000000	0.004024	1.000000	0.474936	1.000000	0.033427	323.150000
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.041639	0.000000
IND_COGEN_GAS	10335.549065	663.380986	25.000000	0.000000	7.330177	Infinity	0.000000	0.638874	1.000000	0.637604	0.850000	0.048263	3775.040971
IND_COGEN_WOOD	0.000284	0.000010	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000168	0.850000	0.048263	0.000044
IND_COGEN_WASTE	0.000432	0.000016	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000470	0.850000	0.048263	0.000085
IND_BOILER_GAS	0.000240	0.000005	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.000479	0.950000	0.067080	0.000053
IND_BOILER_WOOD	0.000173	0.000003	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000332	0.900000	0.067080	0.000119
IND_BOILER_OIL	0.000226	0.000005	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.000150	0.950000	0.067080	0.000053
IND_BOILER_COAL	0.000198	0.000004	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000173	0.900000	0.067080	0.000072
IND_BOILER_WASTE	481.691372	9.633827	17.000000	0.000000	4.188621	Infinity	0.000000	0.225615	1.000000	0.394046	0.900000	0.067080	330.482167
IND_DIRECT_ELEC	5299.160807	24.101605	15.000000	0.000000	15.961328	Infinity	0.000000	0.135512	1.000000	0.062110	0.950000	0.074944	25.697738
DHN_HP_ELEC	2890.209018	98.015784	25.000000	0.000000	8.377417	Infinity	0.000000	0.752823	1.000000	0.539222	0.950000	0.048263	1214.725530
DHN_COGEN_GAS	0.002519	0.000074	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.005503	0.850000	0.048263	0.000316
DHN_COGEN_WOOD	0.000245	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000106	0.850000	0.048263	0.000038
DHN_COGEN_WASTE	0.000323	0.000012	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000155	0.850000	0.048263	0.000064
DHN_COGEN_WET_BIOMASS	0.000187	0.000015	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000102	0.750000	0.048263	0.000079
DHN_COGEN_BIO_HYDROLYSIS	8040.340514	393.162025	15.000000	0.000000	1.771000	Infinity	0.000000	0.247177	1.000000	0.837480	0.850000	0.074944	1023.638065
DHN_BOILER_GAS	0.000055	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000178	0.950000	0.067080	0.000012
DHN_BOILER_WOOD	0.000082	0.000002	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000155	0.900000	0.067080	0.000056
DHN_BOILER_OIL	0.000050	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000100	0.950000	0.067080	0.000012
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000090	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000134	1.000000	0.041639	0.000053
DEC_HP_ELEC	11934.763051	497.281794	18.000000	0.000000	24.257648	Infinity	0.000000	1.000000	1.000000	0.444643	1.000000	0.063806	3517.359029
DEC_THHP_GAS	0.000322	0.000009	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000908	1.000000	0.058246	0.000363
DEC_COGEN_GAS	0.000431	0.000028	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000557	1.000000	0.058246	0.000105
DEC_COGEN_OIL	0.000338	0.000021	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000096	1.000000	0.058246	0.000089
DEC_ADVCOGEN_GAS	0.001023	0.000019	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000439	1.000000	0.058246	0.000030
DEC_ADVCOGEN_H2	0.000582	0.000011	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000076	1.000000	0.058246	0.000017
DEC_BOILER_GAS	0.000393	0.000012	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000223	1.000000	0.067080	0.000113
DEC_BOILER_WOOD	0.000413	0.000014	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000198	1.000000	0.067080	0.000061
DEC_BOILER_OIL	0.000309	0.000019	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000122	1.000000	0.067080	0.000099
DEC_SOLAR	0.001243	0.000014	20.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000886	1.000000	0.058246	0.000897
DEC_DIRECT_ELEC	0.000522	0.000002	15.000000	0.000000	0.000013	Infinity	0.000000	0.000000	1.000000	0.000147	1.000000	0.074944	0.000021
TRAMWAY_TROLLEY	6070.683045	121.413661	30.000000	0.000000	9.713093	Infinity	0.000000	0.300000	0.300000	0.342000	0.342000	0.041639	174.835672
BUS_COACH_DIESEL	0.000037	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000218	0.297000	0.074944	0.000006
BUS_COACH_HYDIESEL	0.000393	0.000016	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001441	0.297000	0.074944	0.000056
BUS_COACH_CNG_STOICH	4555.930770	228.169364	15.000000	0.000000	7.456515	Infinity	0.000000	0.200000	1.000000	0.297000	0.297000	0.074944	708.368941
BUS_COACH_FC_HYBRIDH2	0.000024	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000069	0.297000	0.074944	0.000003
TRAIN_PUB	30400.214657	1095.213031	40.000000	0.000000	20.132592	Infinity	0.000000	0.500000	0.500000	0.275000	0.275000	0.033427	1640.806288
CAR_GASOLINE	0.000052	0.000003	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000065	0.051400	0.108434	0.000022
CAR_DIESEL	0.000020	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000039	0.051400	0.108434	0.000009
CAR_NG	0.000053	0.000003	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000085	0.051400	0.108434	0.000022
CAR_METHANOL	0.000012	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000031	0.051400	0.108434	0.000005
CAR_HEV	0.000047	0.000004	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000065	0.051400	0.108434	0.000025
CAR_PHEV	0.008848	0.000660	10.000000	0.000000	0.000019	Infinity	0.000000	0.000000	1.000000	0.004917	0.051400	0.108434	0.004444
CAR_BEV	96941.953393	2154.265631	10.000000	0.000000	215.426563	Infinity	0.000000	1.000000	1.000000	0.051400	0.051400	0.108434	43947.018872
CAR_FUEL_CELL	0.000064	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000075	0.051400	0.108434	0.000041
TRAIN_FREIGHT	850.488145	17.091541	40.000000	0.000000	8.177771	Infinity	0.000000	1.000000	1.000000	0.342000	0.342000	0.033427	397.439653
