source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,52.88,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Methanol,MTO,51.34,Methanol,#CC0066,TWh
Heat HT,MTO,13.65,Heat HT,#DC143C,TWh
MTO,HVC,41.36,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.36,HVC,#00FFFF,TWh
Imp. Gas,Gas,78.31,Gas,#FFD700,TWh
Gas Prod,Gas sto.,31.00,GAS,#FFD700,TWh
Gas sto.,Gas,30.38,GAS,#FFD700,TWh
Gas Prod,Gas,-14.54,GAS,#FFD700,TWh
Gas,Mob public,5.82,GAS,#FFD700,TWh
Gas,Freight,4.05,GAS,#FFD700,TWh
Gas,Elec,45.81,GAS,#FFD700,TWh
Gas,CHP,38.63,GAS,#FFD700,TWh
Electricity,Elec,27.60,Electricity,#00BFFF,TWh
Wind,Elec,42.07,Wind,#27AE34,TWh
Hydro River,Elec,0.48,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,Boilers,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,5.54,Electricity,#00BFFF,TWh
Elec,Mob public,5.59,Electricity,#00BFFF,TWh
Elec,Freight,1.88,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.32,Electricity,#00BFFF,TWh
Elec,Curt.,0.91,Electricity,#00BFFF,TWh
Elec,Elec demand,90.95,Electricity,#00BFFF,TWh
Solar,Curt.,0.78,Solar,#FFFF00,TWh
Wind,Curt.,0.90,Wind,#27AE34,TWh
Elec,Storage,1.38,Electricity,#00BFFF,TWh
Storage,Elec demand,1.03,Electricity,#00BFFF,TWh
Elec,HPs,49.70,Electricity,#00BFFF,TWh
Elec,HT sto,6.57,Electricity,#00BFFF,TWh
HT sto,Heat HT,6.51,Heat HT,#DC143C,TWh
Elec,Heat HT,5.44,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,41.71,H2,#FF00FF,TWh
H2 prod,H2 sto.,5.93,H2,#FF00FF,TWh
H2 sto.,H2,5.12,H2,#FF00FF,TWh
H2 prod,H2,-5.93,H2,#FF00FF,TWh
H2,Mob priv,17.36,H2,#FF00FF,TWh
H2,Freight,23.65,H2,#FF00FF,TWh
CHP,Elec,16.84,Electricity,#00BFFF,TWh
CHP,Heat HT,17.60,Heat HT,#DC143C,TWh
HPs,Dec. sto,25.54,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,69.55,Heat LT,#FA8072,TWh
HPs,DHN,57.90,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,23.25,Heat LT,#FA8072,TWh
Boilers,Heat HT,34.50,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,35.35,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.90,Heat LT,#FA8072,TWh
DHN,DHN Sto,19.66,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,19.16,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,50.40,Heat HT,#DC143C,TWh
