Name	GWP_constr	GWP_op
NUCLEAR	0.000000	0.000000
CCGT	67.832435	0.000000
CCGT_AMMONIA	0.000054	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	2627.369987	0.000000
WIND_ONSHORE	185.666668	0.000000
WIND_OFFSHORE	152.799997	0.000000
HYDRO_RIVER	8.078752	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	53.936648	0.000000
IND_COGEN_WOOD	0.000001	0.000000
IND_COGEN_WASTE	0.000000	0.000000
IND_BOILER_GAS	0.000003	0.000000
IND_BOILER_WOOD	13.017310	0.000000
IND_BOILER_OIL	0.000003	0.000000
IND_BOILER_COAL	0.000002	0.000000
IND_BOILER_WASTE	9.430547	0.000000
IND_DIRECT_ELEC	1.656943	0.000000
DHN_HP_ELEC	63.466448	0.000000
DHN_COGEN_GAS	0.000005	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000003	0.000000
DHN_BOILER_GAS	0.000000	0.000000
DHN_BOILER_WOOD	0.000000	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000002	0.000000
DEC_HP_ELEC	196.941453	0.000000
DEC_THHP_GAS	0.000026	0.000000
DEC_COGEN_GAS	0.000002	0.000000
DEC_COGEN_OIL	0.000001	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000
DEC_BOILER_GAS	0.000006	0.000000
DEC_BOILER_WOOD	0.000000	0.000000
DEC_BOILER_OIL	0.000003	0.000000
DEC_SOLAR	0.000006	0.000000
DEC_DIRECT_ELEC	0.000002	0.000000
TRAMWAY_TROLLEY	5.827850	0.000000
BUS_COACH_DIESEL	0.000053	0.000000
BUS_COACH_HYDIESEL	0.000087	0.000000
BUS_COACH_CNG_STOICH	47.224039	0.000000
BUS_COACH_FC_HYBRIDH2	0.000002	0.000000
TRAIN_PUB	41.020156	0.000000
CAR_GASOLINE	0.000153	0.000000
CAR_DIESEL	0.000019	0.000000
CAR_NG	0.000043	0.000000
CAR_METHANOL	0.000056	0.000000
CAR_HEV	0.000039	0.000000
CAR_PHEV	0.001227	0.000000
CAR_BEV	1287.409045	0.000000
CAR_FUEL_CELL	4264.896568	0.000000
TRAIN_FREIGHT	9.935982	0.000000
BOAT_FREIGHT_DIESEL	0.000001	0.000000
BOAT_FREIGHT_NG	22.447936	0.000000
BOAT_FREIGHT_METHANOL	0.000002	0.000000
TRUCK_DIESEL	0.000007	0.000000
TRUCK_METHANOL	0.000003	0.000000
TRUCK_FUEL_CELL	366.059618	0.000000
TRUCK_ELEC	0.000022	0.000000
TRUCK_NG	0.000001	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000001	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	69.413712	0.000000
PHS	0.756601	0.000000
BATT_LI	0.000145	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000023	0.000000
TS_DEC_HP_ELEC	26.017618	0.000000
TS_DEC_THHP_GAS	0.000023	0.000000
TS_DEC_COGEN_GAS	0.000023	0.000000
TS_DEC_COGEN_OIL	0.000023	0.000000
TS_DEC_ADVCOGEN_GAS	0.000023	0.000000
TS_DEC_ADVCOGEN_H2	0.000023	0.000000
TS_DEC_BOILER_GAS	0.000023	0.000000
TS_DEC_BOILER_WOOD	0.000023	0.000000
TS_DEC_BOILER_OIL	0.000023	0.000000
TS_DHN_DAILY	0.000134	0.000000
TS_DHN_SEASONAL	102.792900	0.000000
TS_HIGH_TEMP	476.466998	0.000000
GAS_STORAGE	6.284586	0.000000
H2_STORAGE	0.103009	0.000000
DIESEL_STORAGE	0.000080	0.000000
GASOLINE_STORAGE	0.000080	0.000000
LFO_STORAGE	0.000084	0.000000
AMMONIA_STORAGE	0.000081	0.000000
METHANOL_STORAGE	0.000081	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000002	0.000000
BIO_HYDROLYSIS	92.961974	0.000000
GASIFICATION_SNG	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
H2_ELECTROLYSIS	0.000011	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000000	0.000000
PYROLYSIS_TO_LFO	0.000000	0.000000
SMR	0.000001	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	5685.577190
GASOLINE	0.000000	0.000250
DIESEL	0.000000	0.000230
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000339
GAS	0.000000	20909.275977
GAS_RE	0.000000	0.000000
WOOD	0.000000	276.120506
WET_BIOMASS	0.000000	459.020823
COAL	0.000000	0.000359
URANIUM	0.000000	0.000000
WASTE	0.000000	2670.003463
H2	0.000000	0.000009
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000172
METHANOL	0.000000	0.000226
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
