Name	Einv_constr	Einv_op
NUCLEAR	0.000000	0.000000
CCGT	265.713043	0.000000
CCGT_AMMONIA	0.000210	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10580.489948	0.000000
WIND_ONSHORE	956.666671	0.000000
WIND_OFFSHORE	547.999990	0.000000
HYDRO_RIVER	23.747505	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	210.510025	0.000000
IND_COGEN_WOOD	0.000005	0.000000
IND_COGEN_WASTE	0.000001	0.000000
IND_BOILER_GAS	0.000011	0.000000
IND_BOILER_WOOD	45.700823	0.000000
IND_BOILER_OIL	0.000010	0.000000
IND_BOILER_COAL	0.000009	0.000000
IND_BOILER_WASTE	33.108510	0.000000
IND_DIRECT_ELEC	5.752988	0.000000
DHN_HP_ELEC	92.792324	0.000000
DHN_COGEN_GAS	0.000019	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000010	0.000000
DHN_BOILER_GAS	0.000000	0.000000
DHN_BOILER_WOOD	0.000000	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000006	0.000000
DEC_HP_ELEC	287.941986	0.000000
DEC_THHP_GAS	0.000094	0.000000
DEC_COGEN_GAS	0.000006	0.000000
DEC_COGEN_OIL	0.000003	0.000000
DEC_ADVCOGEN_GAS	0.000009	0.000000
DEC_ADVCOGEN_H2	0.000002	0.000000
DEC_BOILER_GAS	0.000020	0.000000
DEC_BOILER_WOOD	0.000000	0.000000
DEC_BOILER_OIL	0.000009	0.000000
DEC_SOLAR	0.000024	0.000000
DEC_DIRECT_ELEC	0.000006	0.000000
TRAMWAY_TROLLEY	23.699924	0.000000
BUS_COACH_DIESEL	0.000211	0.000000
BUS_COACH_HYDIESEL	0.000345	0.000000
BUS_COACH_CNG_STOICH	188.896157	0.000000
BUS_COACH_FC_HYBRIDH2	0.000006	0.000000
TRAIN_PUB	153.511015	0.000000
CAR_GASOLINE	0.000575	0.000000
CAR_DIESEL	0.000069	0.000000
CAR_NG	0.000163	0.000000
CAR_METHANOL	0.000209	0.000000
CAR_HEV	0.000146	0.000000
CAR_PHEV	0.004649	0.000000
CAR_BEV	4972.932976	0.000000
CAR_FUEL_CELL	15536.408927	0.000000
TRAIN_FREIGHT	38.844374	0.000000
BOAT_FREIGHT_DIESEL	0.000005	0.000000
BOAT_FREIGHT_NG	80.223771	0.000000
BOAT_FREIGHT_METHANOL	0.000008	0.000000
TRUCK_DIESEL	0.000026	0.000000
TRUCK_METHANOL	0.000010	0.000000
TRUCK_FUEL_CELL	1333.761777	0.000000
TRUCK_ELEC	0.000088	0.000000
TRUCK_NG	0.000002	0.000000
HABER_BOSCH	0.000001	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000001	0.000000
OIL_TO_HVC	0.000001	0.000000
GAS_TO_HVC	0.000002	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	231.851242	0.000000
PHS	2.080003	0.000000
BATT_LI	0.000606	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000091	0.000000
TS_DEC_HP_ELEC	103.443543	0.000000
TS_DEC_THHP_GAS	0.000090	0.000000
TS_DEC_COGEN_GAS	0.000090	0.000000
TS_DEC_COGEN_OIL	0.000090	0.000000
TS_DEC_ADVCOGEN_GAS	0.000090	0.000000
TS_DEC_ADVCOGEN_H2	0.000090	0.000000
TS_DEC_BOILER_GAS	0.000090	0.000000
TS_DEC_BOILER_WOOD	0.000090	0.000000
TS_DEC_BOILER_OIL	0.000090	0.000000
TS_DHN_DAILY	0.000533	0.000000
TS_DHN_SEASONAL	480.429229	0.000000
TS_HIGH_TEMP	885.607138	0.000000
GAS_STORAGE	29.372638	0.000000
H2_STORAGE	0.481441	0.000000
DIESEL_STORAGE	0.000375	0.000000
GASOLINE_STORAGE	0.000376	0.000000
LFO_STORAGE	0.000392	0.000000
AMMONIA_STORAGE	0.000380	0.000000
METHANOL_STORAGE	0.000377	0.000000
CO2_STORAGE	0.000001	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000017	0.000000
BIO_HYDROLYSIS	826.492352	0.000000
GASIFICATION_SNG	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
H2_ELECTROLYSIS	0.000240	0.000000
INDUSTRY_CCS	0.000001	0.000000
PYROLYSIS_TO_FUELS	0.000001	0.000000
PYROLYSIS_TO_LFO	0.000000	0.000000
SMR	0.000005	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	3394.773307
GASOLINE	0.000000	0.000204
DIESEL	0.000000	0.000153
BIOETHANOL	0.000000	0.010797
BIODIESEL	0.000000	0.027658
LFO	0.000000	0.000222
GAS	0.000000	4761.363219
GAS_RE	0.000000	0.000003
WOOD	0.000000	1148.942104
WET_BIOMASS	0.000000	2174.513897
COAL	0.000000	0.000108
URANIUM	0.000000	0.000000
WASTE	0.000000	1027.061332
H2	0.000000	0.000002
H2_RE	0.000000	24148.259646
AMMONIA	0.000000	0.000039
METHANOL	0.000000	0.000052
AMMONIA_RE	0.000000	5903.041962
METHANOL_RE	0.000000	30617.642697
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
