Name	HH_constr	HH_op
NUCLEAR	0.000000	0.000000
CCGT	320.473272	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	17484.404774	0.000000
WIND_ONSHORE	852.254087	0.000000
WIND_OFFSHORE	668.501987	0.000000
HYDRO_RIVER	27.243446	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	192.452283	0.000000
IND_COGEN_WOOD	0.000003	0.000000
IND_COGEN_WASTE	0.000001	0.000000
IND_BOILER_GAS	0.000016	0.000000
IND_BOILER_WOOD	68.591193	0.000000
IND_BOILER_OIL	0.000014	0.000000
IND_BOILER_COAL	0.000010	0.000000
IND_BOILER_WASTE	49.691714	0.000000
IND_DIRECT_ELEC	7.707256	0.000000
DHN_HP_ELEC	305.940421	0.000000
DHN_COGEN_GAS	0.000023	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000000	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000009	0.000000
DHN_BOILER_GAS	0.000000	0.000000
DHN_BOILER_WOOD	0.000000	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000015	0.000000
DEC_HP_ELEC	949.655800	0.000000
DEC_THHP_GAS	0.000122	0.000000
DEC_COGEN_GAS	0.000004	0.000000
DEC_COGEN_OIL	0.000002	0.000000
DEC_ADVCOGEN_GAS	0.000002	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000
DEC_BOILER_GAS	0.000037	0.000000
DEC_BOILER_WOOD	0.000000	0.000000
DEC_BOILER_OIL	0.000018	0.000000
DEC_SOLAR	0.000049	0.000000
DEC_DIRECT_ELEC	0.000008	0.000000
TRAMWAY_TROLLEY	42.015671	0.000000
BUS_COACH_DIESEL	0.000214	0.000000
BUS_COACH_HYDIESEL	0.000462	0.000000
BUS_COACH_CNG_STOICH	192.160319	0.000000
BUS_COACH_FC_HYBRIDH2	0.000007	0.000000
TRAIN_PUB	238.571853	0.000000
CAR_GASOLINE	0.000592	0.000000
CAR_DIESEL	0.000071	0.000000
CAR_NG	0.000168	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000200	0.000000
CAR_PHEV	0.005783	0.000000
CAR_BEV	6843.556979	0.000000
CAR_FUEL_CELL	16448.528845	0.000000
TRAIN_FREIGHT	51.740387	0.000000
BOAT_FREIGHT_DIESEL	0.000005	0.000000
BOAT_FREIGHT_NG	89.945224	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	1406.268840	0.000000
TRUCK_ELEC	0.000153	0.000000
TRUCK_NG	0.000002	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	2.013902	0.000000
BATT_LI	0.001271	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000117	0.000000
TS_DEC_HP_ELEC	132.525409	0.000000
TS_DEC_THHP_GAS	0.000116	0.000000
TS_DEC_COGEN_GAS	0.000115	0.000000
TS_DEC_COGEN_OIL	0.000115	0.000000
TS_DEC_ADVCOGEN_GAS	0.000115	0.000000
TS_DEC_ADVCOGEN_H2	0.000115	0.000000
TS_DEC_BOILER_GAS	0.000115	0.000000
TS_DEC_BOILER_WOOD	0.000116	0.000000
TS_DEC_BOILER_OIL	0.000116	0.000000
TS_DHN_DAILY	0.000683	0.000000
TS_DHN_SEASONAL	250.618453	0.000000
TS_HIGH_TEMP	984.941208	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000007	0.000000
BIO_HYDROLYSIS	339.561871	0.000000
GASIFICATION_SNG	0.000001	0.000000
H2_BIOMASS	0.000000	0.000000
H2_ELECTROLYSIS	0.000043	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000001	0.000000
PYROLYSIS_TO_LFO	0.000000	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	4029.600651
GASOLINE	0.000000	0.000333
DIESEL	0.000000	0.000337
BIOETHANOL	0.000000	0.006321
BIODIESEL	0.000000	0.040847
LFO	0.000000	0.000455
GAS	0.000000	22162.266298
GAS_RE	0.000000	0.000003
WOOD	0.000000	538.200985
WET_BIOMASS	0.000000	8169.014639
COAL	0.000000	0.001347
URANIUM	0.000000	0.000000
WASTE	0.000000	8668.611242
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
