Name	GWP_constr	GWP_op
NUCLEAR	0.000000	0.000000
CCGT	45.313032	0.000000
CCGT_AMMONIA	0.000221	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	2627.364579	0.000000
WIND_ONSHORE	185.666666	0.000000
WIND_OFFSHORE	152.800000	0.000000
HYDRO_RIVER	8.078750	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	150.992881	0.000000
IND_COGEN_WOOD	0.000148	0.000000
IND_COGEN_WASTE	0.000303	0.000000
IND_BOILER_GAS	0.000257	0.000000
IND_BOILER_WOOD	0.000496	0.000000
IND_BOILER_OIL	0.000259	0.000000
IND_BOILER_COAL	0.000322	0.000000
IND_BOILER_WASTE	19.453065	0.000000
IND_DIRECT_ELEC	1.713005	0.000000
DHN_HP_ELEC	48.594299	0.000000
DHN_COGEN_GAS	0.000867	0.000000
DHN_COGEN_WOOD	0.000138	0.000000
DHN_COGEN_WASTE	0.000238	0.000000
DHN_COGEN_WET_BIOMASS	0.000283	0.000000
DHN_COGEN_BIO_HYDROLYSIS	68.249944	0.000000
DHN_BOILER_GAS	0.000068	0.000000
DHN_BOILER_WOOD	0.000294	0.000000
DHN_BOILER_OIL	0.000066	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000069	0.000000
DEC_HP_ELEC	195.408664	0.000000
DEC_THHP_GAS	0.001426	0.000000
DEC_COGEN_GAS	0.000420	0.000000
DEC_COGEN_OIL	0.000358	0.000000
DEC_ADVCOGEN_GAS	0.000124	0.000000
DEC_ADVCOGEN_H2	0.000069	0.000000
DEC_BOILER_GAS	0.000505	0.000000
DEC_BOILER_WOOD	0.000304	0.000000
DEC_BOILER_OIL	0.000457	0.000000
DEC_SOLAR	0.003571	0.000000
DEC_DIRECT_ELEC	0.000122	0.000000
TRAMWAY_TROLLEY	5.827856	0.000000
BUS_COACH_DIESEL	0.000037	0.000000
BUS_COACH_HYDIESEL	0.000561	0.000000
BUS_COACH_CNG_STOICH	47.224108	0.000000
BUS_COACH_FC_HYBRIDH2	0.000020	0.000000
TRAIN_PUB	41.020157	0.000000
CAR_GASOLINE	0.000207	0.000000
CAR_DIESEL	0.000103	0.000000
CAR_NG	0.000188	0.000000
CAR_METHANOL	0.000046	0.000000
CAR_HEV	0.000340	0.000000
CAR_PHEV	0.033789	0.000000
CAR_BEV	4394.686951	0.000000
CAR_FUEL_CELL	0.000347	0.000000
TRAIN_FREIGHT	9.936002	0.000000
BOAT_FREIGHT_DIESEL	0.000121	0.000000
BOAT_FREIGHT_NG	22.447865	0.000000
BOAT_FREIGHT_METHANOL	0.000005	0.000000
TRUCK_DIESEL	0.000284	0.000000
