Name	HH_constr	HH_op
NUCLEAR	0.000000	0.000000
CCGT	214.080705	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	17484.368782	0.000000
WIND_ONSHORE	852.254082	0.000000
WIND_OFFSHORE	668.501999	0.000000
HYDRO_RIVER	27.243438	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	538.760295	0.000000
IND_COGEN_WOOD	0.000404	0.000000
IND_COGEN_WASTE	0.000885	0.000000
IND_BOILER_GAS	0.001248	0.000000
IND_BOILER_WOOD	0.002612	0.000000
IND_BOILER_OIL	0.001260	0.000000
IND_BOILER_COAL	0.001279	0.000000
IND_BOILER_WASTE	102.502664	0.000000
IND_DIRECT_ELEC	7.968027	0.000000
DHN_HP_ELEC	234.249130	0.000000
DHN_COGEN_GAS	0.004096	0.000000
DHN_COGEN_WOOD	0.000376	0.000000
DHN_COGEN_WASTE	0.000696	0.000000
DHN_COGEN_WET_BIOMASS	0.000827	0.000000
DHN_COGEN_BIO_HYDROLYSIS	199.468114	0.000000
DHN_BOILER_GAS	0.000332	0.000000
DHN_BOILER_WOOD	0.001548	0.000000
DHN_BOILER_OIL	0.000320	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000614	0.000000
DEC_HP_ELEC	942.264663	0.000000
DEC_THHP_GAS	0.006716	0.000000
DEC_COGEN_GAS	0.001185	0.000000
DEC_COGEN_OIL	0.001010	0.000000
DEC_ADVCOGEN_GAS	0.000462	0.000000
DEC_ADVCOGEN_H2	0.000256	0.000000
DEC_BOILER_GAS	0.003388	0.000000
DEC_BOILER_WOOD	0.001353	0.000000
DEC_BOILER_OIL	0.003068	0.000000
DEC_SOLAR	0.027286	0.000000
DEC_DIRECT_ELEC	0.000569	0.000000
TRAMWAY_TROLLEY	42.015711	0.000000
BUS_COACH_DIESEL	0.000151	0.000000
BUS_COACH_HYDIESEL	0.002968	0.000000
BUS_COACH_CNG_STOICH	192.160596	0.000000
BUS_COACH_FC_HYBRIDH2	0.000080	0.000000
TRAIN_PUB	238.571855	0.000000
CAR_GASOLINE	0.000800	0.000000
CAR_DIESEL	0.000396	0.000000
CAR_NG	0.000727	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.001760	0.000000
CAR_PHEV	0.159318	0.000000
CAR_BEV	23361.099319	0.000000
CAR_FUEL_CELL	0.001339	0.000000
TRAIN_FREIGHT	51.740489	0.000000
BOAT_FREIGHT_DIESEL	0.000485	0.000000
BOAT_FREIGHT_NG	89.944941	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000041	0.000000
TRUCK_ELEC	3586.859262	0.000000
TRUCK_NG	0.001969	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	2.013321	0.000000
BATT_LI	168.695422	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.006983	0.000000
TS_DEC_HP_ELEC	114.832726	0.000000
TS_DEC_THHP_GAS	0.006978	0.000000
TS_DEC_COGEN_GAS	0.006971	0.000000
TS_DEC_COGEN_OIL	0.006969	0.000000
TS_DEC_ADVCOGEN_GAS	0.006968	0.000000
TS_DEC_ADVCOGEN_H2	0.006969	0.000000
TS_DEC_BOILER_GAS	0.006979	0.000000
TS_DEC_BOILER_WOOD	0.006979	0.000000
TS_DEC_BOILER_OIL	0.006977	0.000000
TS_DHN_DAILY	0.023978	0.000000
TS_DHN_SEASONAL	147.739910	0.000000
TS_HIGH_TEMP	890.881040	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.001820	0.000000
BIO_HYDROLYSIS	0.007832	0.000000
GASIFICATION_SNG	0.000231	0.000000
H2_BIOMASS	0.000207	0.000000
H2_ELECTROLYSIS	0.001989	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000988	0.000000
PYROLYSIS_TO_LFO	0.001409	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	4029.594461
GASOLINE	0.000000	0.001189
DIESEL	0.000000	0.002736
BIOETHANOL	0.000000	0.006794
BIODIESEL	0.000000	0.053118
LFO	0.000000	0.008726
GAS	0.000000	0.012709
GAS_RE	0.000000	36790.032501
WOOD	0.000000	538.200000
WET_BIOMASS	0.000000	8168.999986
COAL	0.000000	0.010248
URANIUM	0.000000	0.000000
WASTE	0.000000	8668.247455
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
