TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	5570.328140	141.422839	25.000000	0.000000	7.215451	Infinity	0.000000	0.122028	1.000000	0.229673	0.962000	0.048263	1132.825801
CCGT_AMMONIA	0.027162	0.000690	25.000000	0.000000	0.000035	Infinity	0.000000	0.000000	1.000000	0.005780	0.962000	0.048263	0.005524
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	51482.143769	588.198286	25.000000	0.000000	59.174878	59.200000	0.000000	0.515925	1.000000	0.118403	1.000000	0.048263	65684.114464
WIND_ONSHORE	10399.999985	121.000000	30.000000	0.000000	10.000000	10.000000	0.000000	0.177752	1.000000	0.241395	1.000000	0.041639	5569.999992
WIND_OFFSHORE	29819.999939	207.600000	30.000000	0.000000	6.000000	6.000000	0.000000	0.180273	1.000000	0.408032	1.000000	0.041639	4583.999991
HYDRO_RIVER	579.599968	5.796000	40.000000	0.000000	0.115000	0.115000	0.000000	0.004023	1.000000	0.475036	1.000000	0.033427	323.149982
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.041639	0.000000
IND_COGEN_GAS	10334.949594	663.342509	25.000000	0.000000	7.329751	Infinity	0.000000	0.638918	1.000000	0.637685	0.850000	0.048263	3774.822015
IND_COGEN_WOOD	0.023682	0.000868	25.000000	0.000000	0.000022	Infinity	0.000000	0.000000	1.000000	0.012603	0.850000	0.048263	0.003706
IND_COGEN_WASTE	0.038381	0.001415	25.000000	0.000000	0.000013	Infinity	0.000000	0.000001	1.000000	0.037893	0.850000	0.048263	0.007571
IND_BOILER_GAS	0.019928	0.000399	17.000000	0.000000	0.000338	Infinity	0.000000	0.000001	1.000000	0.011127	0.950000	0.067080	0.004364
IND_BOILER_WOOD	0.012284	0.000246	17.000000	0.000000	0.000107	Infinity	0.000000	0.000000	1.000000	0.019607	0.900000	0.067080	0.008428
IND_BOILER_OIL	0.018751	0.000403	17.000000	0.000000	0.000342	Infinity	0.000000	0.000000	1.000000	0.003132	0.950000	0.067080	0.004406
IND_BOILER_COAL	0.015080	0.000302	17.000000	0.000000	0.000131	Infinity	0.000000	0.000000	1.000000	0.004818	0.900000	0.067080	0.005481
IND_BOILER_WASTE	482.011950	9.640239	17.000000	0.000000	4.191408	Infinity	0.000000	0.225604	1.000000	0.393765	0.900000	0.067080	330.702112
IND_DIRECT_ELEC	5298.610976	24.099104	15.000000	0.000000	15.959672	Infinity	0.000000	0.135476	1.000000	0.062100	0.950000	0.074944	25.695071
DHN_HP_ELEC	2890.522948	98.026430	25.000000	0.000000	8.378327	Infinity	0.000000	0.752823	1.000000	0.539167	0.950000	0.048263	1214.857471
DHN_COGEN_GAS	0.172567	0.005067	25.000000	0.000000	0.000138	Infinity	0.000000	0.000006	1.000000	0.273146	0.850000	0.048263	0.021674
DHN_COGEN_WOOD	0.022013	0.000807	25.000000	0.000000	0.000020	Infinity	0.000000	0.000000	1.000000	0.008522	0.850000	0.048263	0.003445
DHN_COGEN_WASTE	0.030195	0.001113	25.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.013044	0.850000	0.048263	0.005957
DHN_COGEN_WET_BIOMASS	0.016772	0.001371	25.000000	0.000000	0.000012	Infinity	0.000000	0.000000	1.000000	0.008066	0.750000	0.048263	0.007076
DHN_COGEN_BIO_HYDROLYSIS	8041.213140	393.204695	15.000000	0.000000	1.771192	Infinity	0.000000	0.247169	1.000000	0.837368	0.850000	0.074944	1023.749162
DHN_BOILER_GAS	0.005307	0.000106	17.000000	0.000000	0.000090	Infinity	0.000000	0.000000	1.000000	0.015113	0.950000	0.067080	0.001162
DHN_BOILER_WOOD	0.007278	0.000146	17.000000	0.000000	0.000063	Infinity	0.000000	0.000000	1.000000	0.012617	0.900000	0.067080	0.004993
DHN_BOILER_OIL	0.004760	0.000102	17.000000	0.000000	0.000087	Infinity	0.000000	0.000000	1.000000	0.007372	0.950000	0.067080	0.001118
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.003510	0.000004	30.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.004610	1.000000	0.041639	0.002065
DEC_HP_ELEC	11934.752630	497.281360	18.000000	0.000000	24.257627	Infinity	0.000000	0.999997	1.000000	0.444643	1.000000	0.063806	3517.355958
DEC_THHP_GAS	0.025246	0.000737	20.000000	0.000000	0.000080	Infinity	0.000000	0.000001	1.000000	0.067499	1.000000	0.058246	0.028521
DEC_COGEN_GAS	0.034509	0.002215	20.000000	0.000000	0.000024	Infinity	0.000000	0.000000	1.000000	0.039757	1.000000	0.058246	0.008395
DEC_COGEN_OIL	0.027315	0.001670	20.000000	0.000000	0.000021	Infinity	0.000000	0.000000	1.000000	0.005637	1.000000	0.058246	0.007152
DEC_ADVCOGEN_GAS	0.085200	0.001589	20.000000	0.000000	0.000012	Infinity	0.000000	0.000000	1.000000	0.034719	1.000000	0.058246	0.002483
DEC_ADVCOGEN_H2	0.047236	0.000881	20.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.005215	1.000000	0.058246	0.001377
DEC_BOILER_GAS	0.029948	0.000897	17.000000	0.000000	0.000188	Infinity	0.000000	0.000000	1.000000	0.009077	1.000000	0.067080	0.008589
DEC_BOILER_WOOD	0.034852	0.001222	17.000000	0.000000	0.000075	Infinity	0.000000	0.000000	1.000000	0.014476	1.000000	0.067080	0.005167
DEC_BOILER_OIL	0.024209	0.001456	17.000000	0.000000	0.000170	Infinity	0.000000	0.000000	1.000000	0.004828	1.000000	0.067080	0.007774
DEC_SOLAR	0.098950	0.001098	20.000000	0.000000	0.000138	Infinity	0.000000	0.000001	1.000000	0.049995	1.000000	0.058246	0.071426
DEC_DIRECT_ELEC	0.045605	0.000200	15.000000	0.000000	0.001140	Infinity	0.000000	0.000000	1.000000	0.000917	1.000000	0.074944	0.001836
TRAMWAY_TROLLEY	6070.683130	121.413663	30.000000	0.000000	9.713093	Infinity	0.000000	0.300000	0.300000	0.342000	0.342000	0.041639	174.835674
BUS_COACH_DIESEL	0.003585	0.000180	15.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.017060	0.297000	0.074944	0.000557
BUS_COACH_HYDIESEL	0.058907	0.002355	15.000000	0.000000	0.000071	Infinity	0.000000	0.000002	1.000000	0.209889	0.297000	0.074944	0.008415
BUS_COACH_CNG_STOICH	4555.883637	228.167004	15.000000	0.000000	7.456438	Infinity	0.000000	0.199998	1.000000	0.297000	0.297000	0.074944	708.361613
BUS_COACH_FC_HYBRIDH2	0.002237	0.000067	15.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.005305	0.297000	0.074944	0.000297
TRAIN_PUB	30400.214279	1095.213018	40.000000	0.000000	20.132592	Infinity	0.000000	0.500000	0.500000	0.275000	0.275000	0.033427	1640.806267
CAR_GASOLINE	0.004821	0.000275	10.000000	0.000000	0.000011	Infinity	0.000000	0.000000	1.000000	0.005859	0.051400	0.108434	0.002066
CAR_DIESEL	0.002264	0.000125	10.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.000217	0.051400	0.108434	0.001028
CAR_NG	0.004475	0.000250	10.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.003274	0.051400	0.108434	0.001878
CAR_METHANOL	0.001068	0.000061	10.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.000329	0.051400	0.108434	0.000458
CAR_HEV	0.006403	0.000507	10.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.007655	0.051400	0.108434	0.003403
CAR_PHEV	0.672834	0.050167	10.000000	0.000000	0.001476	Infinity	0.000000	0.000003	1.000000	0.025005	0.051400	0.108434	0.337892
CAR_BEV	96941.623922	2154.258309	10.000000	0.000000	215.425831	Infinity	0.000000	0.999996	1.000000	0.051400	0.051400	0.108434	43946.869511
CAR_FUEL_CELL	0.005393	0.000124	10.000000	0.000000	0.000012	Infinity	0.000000	0.000000	1.000000	0.001504	0.051400	0.108434	0.003472
TRAIN_FREIGHT	850.489032	17.091558	40.000000	0.000000	8.177779	Infinity	0.000000	1.000000	1.000000	0.342000	0.342000	0.033427	397.440067
