TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	8165.916029	207.321184	25.000000	0.000000	10.577611	Infinity	0.000000	0.223978	1.000000	0.321678	0.962000	0.048263	1660.684996
CCGT_AMMONIA	0.000456	0.000012	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000779	0.962000	0.048263	0.000093
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	51482.248786	588.199486	25.000000	0.000000	59.174999	59.200000	0.000000	0.456830	1.000000	0.117279	1.000000	0.048263	65684.248452
WIND_ONSHORE	10399.999999	121.000000	30.000000	0.000000	10.000000	10.000000	0.000000	0.157179	1.000000	0.238780	1.000000	0.041639	5570.000000
WIND_OFFSHORE	29819.999999	207.600000	30.000000	0.000000	6.000000	6.000000	0.000000	0.158438	1.000000	0.401153	1.000000	0.041639	4584.000000
HYDRO_RIVER	579.600000	5.796000	40.000000	0.000000	0.115000	0.115000	0.000000	0.003574	1.000000	0.472085	1.000000	0.033427	323.150000
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.041639	0.000000
IND_COGEN_GAS	4961.533499	318.453037	25.000000	0.000000	3.518818	Infinity	0.000000	0.382898	1.000000	0.795823	0.850000	0.048263	1812.191313
IND_COGEN_WOOD	0.000231	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001148	0.850000	0.048263	0.000036
IND_COGEN_WASTE	0.000180	0.000007	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000307	0.850000	0.048263	0.000035
IND_BOILER_GAS	0.000084	0.000002	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000357	0.950000	0.067080	0.000018
IND_BOILER_WOOD	280.654476	5.613090	17.000000	0.000000	2.440474	Infinity	0.000000	0.256755	1.000000	0.769439	0.900000	0.067080	192.553375
IND_BOILER_OIL	0.000079	0.000002	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000203	0.950000	0.067080	0.000019
IND_BOILER_COAL	0.000085	0.000002	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000239	0.900000	0.067080	0.000031
IND_BOILER_WASTE	248.699862	4.973997	17.000000	0.000000	2.162607	Infinity	0.000000	0.225677	1.000000	0.763203	0.900000	0.067080	170.629731
IND_DIRECT_ELEC	4268.276337	19.412944	15.000000	0.000000	12.856254	Infinity	0.000000	0.134670	1.000000	0.076610	0.950000	0.074944	20.698569
DHN_HP_ELEC	3732.004648	126.563636	25.000000	0.000000	10.817405	Infinity	0.000000	1.000000	1.000000	0.600470	0.950000	0.048263	1568.523693
DHN_COGEN_GAS	0.001192	0.000035	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.004326	0.850000	0.048263	0.000150
DHN_COGEN_WOOD	0.000104	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000182	0.850000	0.048263	0.000016
DHN_COGEN_WASTE	0.000125	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000115	0.850000	0.048263	0.000025
DHN_COGEN_WET_BIOMASS	0.000082	0.000007	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000129	0.750000	0.048263	0.000034
DHN_COGEN_BIO_HYDROLYSIS	0.000402	0.000020	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000718	0.850000	0.074944	0.000051
DHN_BOILER_GAS	0.000018	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000135	0.950000	0.067080	0.000004
DHN_BOILER_WOOD	0.000032	0.000001	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000219	0.900000	0.067080	0.000022
DHN_BOILER_OIL	0.000017	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000107	0.950000	0.067080	0.000004
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000061	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000089	1.000000	0.041639	0.000036
DEC_HP_ELEC	11954.177556	498.090731	18.000000	0.000000	24.297109	Infinity	0.000000	1.000000	1.000000	0.444172	1.000000	0.063806	3523.080784
DEC_THHP_GAS	0.000297	0.000009	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002908	1.000000	0.058246	0.000336
DEC_COGEN_GAS	0.000220	0.000014	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000482	1.000000	0.058246	0.000053
DEC_COGEN_OIL	0.000145	0.000009	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000163	1.000000	0.058246	0.000038
DEC_ADVCOGEN_GAS	0.000404	0.000008	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000197	1.000000	0.058246	0.000012
DEC_ADVCOGEN_H2	0.000243	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000058	1.000000	0.058246	0.000007
DEC_BOILER_GAS	0.000142	0.000004	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000218	1.000000	0.067080	0.000041
DEC_BOILER_WOOD	0.000159	0.000006	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000469	1.000000	0.067080	0.000024
DEC_BOILER_OIL	0.000107	0.000006	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000157	1.000000	0.067080	0.000034
DEC_SOLAR	0.001088	0.000012	20.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000787	1.000000	0.058246	0.000785
DEC_DIRECT_ELEC	0.000171	0.000001	15.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.000121	1.000000	0.074944	0.000007
TRAMWAY_TROLLEY	6070.683045	121.413661	30.000000	0.000000	9.713093	Infinity	0.000000	0.300000	0.300000	0.342000	0.342000	0.041639	174.835672
BUS_COACH_DIESEL	0.000035	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000177	0.297000	0.074944	0.000005
BUS_COACH_HYDIESEL	0.000050	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000188	0.297000	0.074944	0.000007
BUS_COACH_CNG_STOICH	4555.931043	228.169378	15.000000	0.000000	7.456516	Infinity	0.000000	0.200000	1.000000	0.297000	0.297000	0.074944	708.368984
BUS_COACH_FC_HYBRIDH2	0.000011	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000032	0.297000	0.074944	0.000001
TRAIN_PUB	30400.214651	1095.213031	40.000000	0.000000	20.132592	Infinity	0.000000	0.500000	0.500000	0.275000	0.275000	0.033427	1640.806287
CAR_GASOLINE	0.000037	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000046	0.051400	0.108434	0.000016
CAR_DIESEL	0.000016	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000016	0.051400	0.108434	0.000007
CAR_NG	0.000016	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000021	0.051400	0.108434	0.000007
CAR_METHANOL	0.000010	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000015	0.051400	0.108434	0.000004
CAR_HEV	0.000016	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000019	0.051400	0.108434	0.000008
CAR_PHEV	0.003604	0.000269	10.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.001993	0.051400	0.108434	0.001810
CAR_BEV	83734.673240	1860.770516	10.000000	0.000000	186.077052	Infinity	0.000000	0.863761	1.000000	0.051400	0.051400	0.108434	37959.718535
CAR_FUEL_CELL	12767.040201	293.495177	10.000000	0.000000	29.349518	Infinity	0.000000	0.136239	1.000000	0.051400	0.051400	0.108434	8217.864957
TRAIN_FREIGHT	850.488129	17.091540	40.000000	0.000000	8.177770	Infinity	0.000000	1.000000	1.000000	0.342000	0.342000	0.033427	397.439645
