Name	Used	Potential
ELECTRICITY	27599.999995	27600.000000
GASOLINE	0.000024	1000000.000000
DIESEL	0.000068	1000000.000000
BIOETHANOL	0.000084	1000000.000000
BIODIESEL	0.000425	1000000.000000
LFO	0.000167	1000000.000000
GAS	0.000102	1000000.000000
GAS_RE	131344.707076	1000000.000000
WOOD	23400.000000	23400.000000
WET_BIOMASS	38899.999995	38900.000000
COAL	0.000038	33400.000000
URANIUM	0.000000	1000000.000000
WASTE	17799.999999	17800.000000
H2	0.000000	1000000.000000
H2_RE	0.000001	1000000.000000
AMMONIA	10195.199244	1000000.000000
METHANOL	0.000628	1000000.000000
AMMONIA_RE	0.000775	1000000.000000
METHANOL_RE	38455.230019	1000000.000000
ELEC_EXPORT	792.754841	1000000.000000
CO2_EMISSIONS	46583.132028	1000000.000000
RES_WIND	41945.477580	1000000.000000
RES_SOLAR	60703.970199	1000000.000000
RES_HYDRO	475.169145	1000000.000000
RES_GEO	0.000000	1000000.000000
CO2_ATM	0.000011	1000000.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
