Name	GWP_constr	GWP_op
NUCLEAR	0.000000	0.000000
CCGT	45.240849	0.000000
CCGT_AMMONIA	0.000001	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	2627.369970	0.000000
WIND_ONSHORE	185.666667	0.000000
WIND_OFFSHORE	152.800000	0.000000
HYDRO_RIVER	8.078750	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	151.383303	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	0.000001	0.000000
IND_BOILER_GAS	0.000001	0.000000
IND_BOILER_WOOD	0.000002	0.000000
IND_BOILER_OIL	0.000001	0.000000
IND_BOILER_COAL	0.000001	0.000000
IND_BOILER_WASTE	17.763646	0.000000
IND_DIRECT_ELEC	1.322442	0.000000
DHN_HP_ELEC	52.100783	0.000000
DHN_COGEN_GAS	0.000002	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000001	0.000000
DHN_COGEN_WET_BIOMASS	0.000001	0.000000
DHN_COGEN_BIO_HYDROLYSIS	45.653621	0.000000
DHN_BOILER_GAS	0.000000	0.000000
DHN_BOILER_WOOD	0.000001	0.000000
DHN_BOILER_OIL	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000001	0.000000
DEC_HP_ELEC	195.408835	0.000000
DEC_THHP_GAS	0.000004	0.000000
DEC_COGEN_GAS	0.000001	0.000000
DEC_COGEN_OIL	0.000001	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000
DEC_BOILER_GAS	0.000001	0.000000
DEC_BOILER_WOOD	0.000001	0.000000
DEC_BOILER_OIL	0.000001	0.000000
DEC_SOLAR	0.000017	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000
TRAMWAY_TROLLEY	5.827856	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000001	0.000000
BUS_COACH_CNG_STOICH	47.224599	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	41.020157	0.000000
CAR_GASOLINE	0.000001	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000098	0.000000
CAR_BEV	4394.702053	0.000000
CAR_FUEL_CELL	0.000001	0.000000
TRAIN_FREIGHT	9.935991	0.000000
BOAT_FREIGHT_DIESEL	0.000001	0.000000
BOAT_FREIGHT_NG	22.447979	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000002	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	293.766078	0.000000
TRUCK_NG	100.490751	0.000000
HABER_BOSCH	0.000001	0.000000
SYN_METHANOLATION	0.000001	0.000000
METHANE_TO_METHANOL	0.000001	0.000000
BIOMASS_TO_METHANOL	13.914464	0.000000
OIL_TO_HVC	0.000002	0.000000
GAS_TO_HVC	0.000001	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	69.413702	0.000000
PHS	0.756600	0.000000
BATT_LI	0.000021	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000003	0.000000
TS_DEC_HP_ELEC	22.544107	0.000000
TS_DEC_THHP_GAS	0.000003	0.000000
TS_DEC_COGEN_GAS	0.000003	0.000000
TS_DEC_COGEN_OIL	0.000003	0.000000
TS_DEC_ADVCOGEN_GAS	0.000003	0.000000
TS_DEC_ADVCOGEN_H2	0.000003	0.000000
TS_DEC_BOILER_GAS	0.000003	0.000000
TS_DEC_BOILER_WOOD	0.000003	0.000000
TS_DEC_BOILER_OIL	0.000003	0.000000
TS_DHN_DAILY	0.000011	0.000000
TS_DHN_SEASONAL	66.454022	0.000000
TS_HIGH_TEMP	287.891274	0.000000
GAS_STORAGE	7.977040	0.000000
H2_STORAGE	0.000003	0.000000
DIESEL_STORAGE	0.000027	0.000000
GASOLINE_STORAGE	0.000306	0.000000
LFO_STORAGE	0.000025	0.000000
AMMONIA_STORAGE	0.000026	0.000000
METHANOL_STORAGE	0.000034	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000002	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000001	0.000000
BIO_HYDROLYSIS	30.996013	0.000000
GASIFICATION_SNG	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000
H2_ELECTROLYSIS	0.000003	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000001	0.000000
PYROLYSIS_TO_LFO	0.000001	0.000000
SMR	0.000002	0.000000
SYN_METHANATION	0.000001	0.000000
ELECTRICITY	0.000000	5685.599999
GASOLINE	0.000000	0.000008
DIESEL	0.000000	0.000021
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000052
GAS	0.000000	0.000027
GAS_RE	0.000000	0.000000
WOOD	0.000000	276.120000
WET_BIOMASS	0.000000	459.020000
COAL	0.000000	0.000015
URANIUM	0.000000	0.000000
WASTE	0.000000	2670.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	2905.631785
METHANOL	0.000000	0.000220
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
