TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.849000	0.025393	0.000000
CCGT	5561.454694	141.197554	25.000000	0.000000	7.203957	Infinity	0.000000	0.120751	1.000000	0.224422	0.962000	0.048263	1131.021227
CCGT_AMMONIA	0.000087	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000029	0.962000	0.048263	0.000018
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.856000	0.036934	0.000000
PV	51482.249419	588.199493	25.000000	0.000000	59.174999	59.200000	0.000000	0.517567	1.000000	0.117105	1.000000	0.048263	65684.249259
WIND_ONSHORE	10400.000000	121.000000	30.000000	0.000000	10.000000	10.000000	0.000000	0.176612	1.000000	0.236465	1.000000	0.041639	5570.000000
WIND_OFFSHORE	29820.000000	207.600000	30.000000	0.000000	6.000000	6.000000	0.000000	0.181019	1.000000	0.403941	1.000000	0.041639	4584.000000
HYDRO_RIVER	579.600000	5.796000	40.000000	0.000000	0.115000	0.115000	0.000000	0.004051	1.000000	0.471679	1.000000	0.033427	323.150000
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.041639	0.000000
IND_COGEN_GAS	10361.672653	665.057713	25.000000	0.000000	7.348704	Infinity	0.000000	0.643620	1.000000	0.640604	0.850000	0.048263	3784.582565
IND_COGEN_WOOD	0.000072	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000056	0.850000	0.048263	0.000011
IND_COGEN_WASTE	0.000092	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000072	0.850000	0.048263	0.000018
IND_BOILER_GAS	0.000058	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000281	0.950000	0.067080	0.000013
IND_BOILER_WOOD	0.000041	0.000001	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000160	0.900000	0.067080	0.000028
IND_BOILER_OIL	0.000048	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000048	0.950000	0.067080	0.000011
IND_BOILER_COAL	0.000044	0.000001	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000036	0.900000	0.067080	0.000016
IND_BOILER_WASTE	440.151185	8.803024	17.000000	0.000000	3.827402	Infinity	0.000000	0.225656	1.000000	0.431234	0.900000	0.067080	301.981987
IND_DIRECT_ELEC	4090.534762	18.604541	15.000000	0.000000	12.320888	Infinity	0.000000	0.130724	1.000000	0.077604	0.950000	0.074944	19.836629
DHN_HP_ELEC	3099.098311	105.099856	25.000000	0.000000	8.982894	Infinity	0.000000	0.835340	1.000000	0.558341	0.950000	0.048263	1302.519580
DHN_COGEN_GAS	0.000448	0.000013	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000931	0.850000	0.048263	0.000056
DHN_COGEN_WOOD	0.000060	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000030	0.850000	0.048263	0.000009
DHN_COGEN_WASTE	0.000077	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000031	0.850000	0.048263	0.000015
DHN_COGEN_WET_BIOMASS	0.000046	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000030	0.750000	0.048263	0.000019
DHN_COGEN_BIO_HYDROLYSIS	5378.912773	263.021726	15.000000	0.000000	1.184783	Infinity	0.000000	0.164660	1.000000	0.834454	0.850000	0.074944	684.804313
DHN_BOILER_GAS	0.000013	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000048	0.950000	0.067080	0.000003
DHN_BOILER_WOOD	0.000019	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000043	0.900000	0.067080	0.000013
DHN_BOILER_OIL	0.000012	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000028	0.950000	0.067080	0.000003
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
DHN_SOLAR	0.000055	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000087	1.000000	0.041639	0.000032
DEC_HP_ELEC	11934.763078	497.281795	18.000000	0.000000	24.257649	Infinity	0.000000	1.000000	1.000000	0.444740	1.000000	0.063806	3517.359037
DEC_THHP_GAS	0.000067	0.000002	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000216	1.000000	0.058246	0.000076
DEC_COGEN_GAS	0.000102	0.000007	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000119	1.000000	0.058246	0.000025
DEC_COGEN_OIL	0.000082	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000028	1.000000	0.058246	0.000021
DEC_ADVCOGEN_GAS	0.000231	0.000004	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000084	1.000000	0.058246	0.000007
DEC_ADVCOGEN_H2	0.000149	0.000003	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000020	1.000000	0.058246	0.000004
DEC_BOILER_GAS	0.000086	0.000003	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000064	1.000000	0.067080	0.000025
DEC_BOILER_WOOD	0.000098	0.000003	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000059	1.000000	0.067080	0.000015
DEC_BOILER_OIL	0.000069	0.000004	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000036	1.000000	0.067080	0.000022
DEC_SOLAR	0.000468	0.000005	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000327	1.000000	0.058246	0.000338
DEC_DIRECT_ELEC	0.000125	0.000001	15.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.000045	1.000000	0.074944	0.000005
TRAMWAY_TROLLEY	6070.683045	121.413661	30.000000	0.000000	9.713093	Infinity	0.000000	0.300000	0.300000	0.342000	0.342000	0.041639	174.835672
BUS_COACH_DIESEL	0.000013	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000063	0.297000	0.074944	0.000002
BUS_COACH_HYDIESEL	0.000082	0.000003	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000290	0.297000	0.074944	0.000012
BUS_COACH_CNG_STOICH	4555.931042	228.169378	15.000000	0.000000	7.456516	Infinity	0.000000	0.200000	1.000000	0.297000	0.297000	0.074944	708.368984
BUS_COACH_FC_HYBRIDH2	0.000007	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000017	0.297000	0.074944	0.000001
TRAIN_PUB	30400.214675	1095.213032	40.000000	0.000000	20.132592	Infinity	0.000000	0.500000	0.500000	0.275000	0.275000	0.033427	1640.806289
CAR_GASOLINE	0.000012	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000015	0.051400	0.108434	0.000005
CAR_DIESEL	0.000004	0.000000	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000004	0.051400	0.108434	0.000002
CAR_NG	0.000012	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000014	0.051400	0.108434	0.000005
CAR_METHANOL	0.000004	0.000000	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000005	0.051400	0.108434	0.000002
CAR_HEV	0.000008	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000009	0.051400	0.108434	0.000004
CAR_PHEV	0.001953	0.000146	10.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.001081	0.051400	0.108434	0.000981
CAR_BEV	96941.957047	2154.265712	10.000000	0.000000	215.426571	Infinity	0.000000	1.000000	1.000000	0.051400	0.051400	0.108434	43947.020528
CAR_FUEL_CELL	0.000015	0.000000	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000018	0.051400	0.108434	0.000010
TRAIN_FREIGHT	850.488130	17.091540	40.000000	0.000000	8.177770	Infinity	0.000000	1.000000	1.000000	0.342000	0.342000	0.033427	397.439645
