Name	HH_constr	HH_op
NUCLEAR	0.000000	0.000000
CCGT	164.682535	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	12316.567264	0.000000
WIND_ONSHORE	852.254078	0.000000
WIND_OFFSHORE	668.501853	0.000000
HYDRO_RIVER	27.243448	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	180.258167	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	0.000002	0.000000
IND_BOILER_GAS	0.000065	0.000000
IND_BOILER_WOOD	0.000138	0.000000
IND_BOILER_OIL	0.000029	0.000000
IND_BOILER_COAL	22.824574	0.000000
IND_BOILER_WASTE	48.988607	0.000000
IND_DIRECT_ELEC	3.417221	0.000000
DHN_HP_ELEC	272.695993	0.000000
DHN_COGEN_GAS	0.001320	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000002	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000002	0.000000
DHN_BOILER_GAS	0.000001	0.000000
DHN_BOILER_WOOD	0.000006	0.000000
DHN_BOILER_OIL	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000019	0.000000
DEC_HP_ELEC	0.025952	0.000000
DEC_THHP_GAS	2054.487718	0.000000
DEC_COGEN_GAS	0.000035	0.000000
DEC_COGEN_OIL	0.000005	0.000000
DEC_ADVCOGEN_GAS	0.000008	0.000000
DEC_ADVCOGEN_H2	0.000002	0.000000
DEC_BOILER_GAS	0.000089	0.000000
DEC_BOILER_WOOD	0.000002	0.000000
DEC_BOILER_OIL	0.000053	0.000000
DEC_SOLAR	0.000066	0.000000
DEC_DIRECT_ELEC	0.000014	0.000000
TRAMWAY_TROLLEY	42.015684	0.000000
BUS_COACH_DIESEL	0.000128	0.000000
BUS_COACH_HYDIESEL	0.000656	0.000000
BUS_COACH_CNG_STOICH	672.566546	0.000000
BUS_COACH_FC_HYBRIDH2	0.000006	0.000000
TRAIN_PUB	0.000004	0.000000
CAR_GASOLINE	0.000097	0.000000
CAR_DIESEL	0.000075	0.000000
CAR_NG	0.000220	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000251	0.000000
CAR_PHEV	0.009880	0.000000
CAR_BEV	23361.093834	0.000000
CAR_FUEL_CELL	0.003863	0.000000
TRAIN_FREIGHT	51.740399	0.000000
BOAT_FREIGHT_DIESEL	0.000026	0.000000
BOAT_FREIGHT_NG	89.945183	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000027	0.000000
TRUCK_ELEC	0.000054	0.000000
TRUCK_NG	907.366320	0.000000
HABER_BOSCH	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
PHS	2.013900	0.000000
BATT_LI	0.000511	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000203	0.000000
TS_DEC_HP_ELEC	0.003263	0.000000
TS_DEC_THHP_GAS	42.094705	0.000000
TS_DEC_COGEN_GAS	0.000202	0.000000
TS_DEC_COGEN_OIL	0.000202	0.000000
TS_DEC_ADVCOGEN_GAS	0.000201	0.000000
TS_DEC_ADVCOGEN_H2	0.000201	0.000000
TS_DEC_BOILER_GAS	0.000202	0.000000
TS_DEC_BOILER_WOOD	0.000202	0.000000
TS_DEC_BOILER_OIL	0.000202	0.000000
TS_DHN_DAILY	0.001145	0.000000
TS_DHN_SEASONAL	201.077713	0.000000
TS_HIGH_TEMP	77.697729	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
DHN	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
GRID	0.000000	0.000000
AMMONIA_TO_H2	0.000000	0.000000
ATM_CCS	0.000000	0.000000
BIOMETHANATION	0.000013	0.000000
BIO_HYDROLYSIS	339.561571	0.000000
GASIFICATION_SNG	0.000001	0.000000
H2_BIOMASS	0.000000	0.000000
H2_ELECTROLYSIS	0.000017	0.000000
INDUSTRY_CCS	0.000000	0.000000
PYROLYSIS_TO_FUELS	0.000030	0.000000
PYROLYSIS_TO_LFO	0.000001	0.000000
SMR	0.000000	0.000000
SYN_METHANATION	0.000000	0.000000
ELECTRICITY	0.000000	3722.056888
GASOLINE	0.000000	0.011288
DIESEL	0.000000	0.039846
BIOETHANOL	0.000000	0.001220
BIODIESEL	0.000000	0.001815
LFO	0.000000	23547.404413
GAS	0.000000	48017.629470
GAS_RE	0.000000	0.000001
WOOD	0.000000	538.201319
WET_BIOMASS	0.000000	8169.020544
COAL	0.000000	31746.294944
URANIUM	0.000000	0.000000
WASTE	0.000000	8668.615730
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
