Name	Einv_constr	Einv_op
NUCLEAR	0.000000	0.000000
CCGT	136.542737	0.000000
CCGT_AMMONIA	0.000006	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	7453.231483	0.000000
WIND_ONSHORE	956.666661	0.000000
WIND_OFFSHORE	547.999879	0.000000
HYDRO_RIVER	23.747507	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	197.171740	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	0.000002	0.000000
IND_BOILER_GAS	0.000047	0.000000
IND_BOILER_WOOD	0.000092	0.000000
IND_BOILER_OIL	0.000021	0.000000
IND_BOILER_COAL	20.512964	0.000000
IND_BOILER_WASTE	32.640045	0.000000
IND_DIRECT_ELEC	2.550743	0.000000
DHN_HP_ELEC	82.709224	0.000000
DHN_COGEN_GAS	0.001095	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000002	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000002	0.000000
DHN_BOILER_GAS	0.000001	0.000000
DHN_BOILER_WOOD	0.000004	0.000000
DHN_BOILER_OIL	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000008	0.000000
DEC_HP_ELEC	0.007869	0.000000
DEC_THHP_GAS	1588.519266	0.000000
DEC_COGEN_GAS	0.000051	0.000000
DEC_COGEN_OIL	0.000007	0.000000
DEC_ADVCOGEN_GAS	0.000044	0.000000
DEC_ADVCOGEN_H2	0.000010	0.000000
DEC_BOILER_GAS	0.000047	0.000000
DEC_BOILER_WOOD	0.000001	0.000000
DEC_BOILER_OIL	0.000025	0.000000
DEC_SOLAR	0.000033	0.000000
DEC_DIRECT_ELEC	0.000010	0.000000
TRAMWAY_TROLLEY	23.699932	0.000000
BUS_COACH_DIESEL	0.000126	0.000000
BUS_COACH_HYDIESEL	0.000489	0.000000
