Name	Used	Potential
ELECTRICITY	25493.540326	27600.000000
GASOLINE	0.024593	1000000.000000
DIESEL	0.086434	1000000.000000
BIOETHANOL	0.006593	1000000.000000
BIODIESEL	0.002844	1000000.000000
LFO	56333.503381	1000000.000000
GAS	169673.602366	1000000.000000
GAS_RE	0.000005	1000000.000000
WOOD	23400.057340	23400.000000
WET_BIOMASS	38900.097827	38900.000000
COAL	21107.908872	33400.000000
URANIUM	0.000000	1000000.000000
WASTE	17800.032301	17800.000000
H2	0.001181	1000000.000000
H2_RE	0.000004	1000000.000000
AMMONIA	0.004626	1000000.000000
METHANOL	0.009995	1000000.000000
AMMONIA_RE	10195.213782	1000000.000000
METHANOL_RE	0.004689	1000000.000000
ELEC_EXPORT	772.331050	1000000.000000
CO2_EMISSIONS	48872.575770	1000000.000000
RES_WIND	41634.833598	1000000.000000
RES_SOLAR	42047.400036	1000000.000000
RES_HYDRO	474.237152	1000000.000000
RES_GEO	0.000000	1000000.000000
CO2_ATM	0.000868	1000000.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
