Name	Used	Potential
ELECTRICITY	777.195808	27600.000000
GASOLINE	0.000079	1000000.000000
DIESEL	0.000132	1000000.000000
BIOETHANOL	0.000085	1000000.000000
BIODIESEL	0.000065	1000000.000000
LFO	0.000165	1000000.000000
GAS	297960.928852	1000000.000000
GAS_RE	0.000000	1000000.000000
WOOD	23400.000259	23400.000000
WET_BIOMASS	0.001842	38900.000000
COAL	0.000157	33400.000000
URANIUM	0.000000	1000000.000000
WASTE	0.002625	17800.000000
H2	0.002526	1000000.000000
H2_RE	0.000000	1000000.000000
AMMONIA	10195.200944	1000000.000000
METHANOL	38455.236244	1000000.000000
AMMONIA_RE	0.000043	1000000.000000
METHANOL_RE	0.000043	1000000.000000
ELEC_EXPORT	0.000192	1000000.000000
CO2_EMISSIONS	49261.351540	1000000.000000
RES_WIND	42965.113245	1000000.000000
RES_SOLAR	0.000997	1000000.000000
RES_HYDRO	487.581440	1000000.000000
RES_GEO	0.000000	1000000.000000
CO2_ATM	0.000095	1000000.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
