Name	Used	Potential
ELECTRICITY	9490.835844	27600.000000
GASOLINE	0.000162	1000000.000000
DIESEL	0.000670	1000000.000000
BIOETHANOL	0.000131	1000000.000000
BIODIESEL	0.000235	1000000.000000
LFO	56333.488877	1000000.000000
GAS	227583.041048	1000000.000000
GAS_RE	0.000001	1000000.000000
WOOD	23400.000178	23400.000000
WET_BIOMASS	38900.000263	38900.000000
COAL	33399.993351	33400.000000
URANIUM	0.000000	1000000.000000
WASTE	17799.995577	17800.000000
H2	0.000127	1000000.000000
H2_RE	0.000002	1000000.000000
AMMONIA	10195.190538	1000000.000000
METHANOL	0.000635	1000000.000000
AMMONIA_RE	0.009546	1000000.000000
METHANOL_RE	0.000403	1000000.000000
ELEC_EXPORT	360.051579	1000000.000000
CO2_EMISSIONS	64893.241849	1000000.000000
RES_WIND	42536.504700	1000000.000000
RES_SOLAR	18479.022046	1000000.000000
RES_HYDRO	474.850496	1000000.000000
RES_GEO	0.000000	1000000.000000
CO2_ATM	0.000048	1000000.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
