Name	EP_constr	EP_op
ELECTRICITY	0.000000	717.599987
GASOLINE	0.000000	0.000005
DIESEL	0.000000	0.000015
BIOETHANOL	0.000000	0.000046
BIODIESEL	0.000000	0.000550
LFO	0.000000	0.000032
GAS	0.000000	0.000014
GAS_RE	0.000000	3231.572681
WOOD	0.000000	2620.800025
WET_BIOMASS	0.000000	2061.700013
COAL	0.000000	0.000047
URANIUM	0.000000	0.000000
WASTE	0.000000	427.200003
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000
RES_WIND	0.000000	0.000000
RES_SOLAR	0.000000	0.000000
RES_HYDRO	0.000000	0.000000
RES_GEO	0.000000	0.000000
CO2_ATM	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
