source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,10.20,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
Wood,Gasifi. to Methanol,23.40,Wood,#CD853F,TWh
Gasifi. to Methanol,Elec,0.47,Electricity,#00BFFF,TWh
Gasifi. to Methanol,DHN,5.12,DHN,#FA8072,TWh
Gasifi. to Methanol,Methanol,14.42,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Oil,NSC,56.33,Naphtha,#8B008B,TWh
Elec,NSC,0.66,Electricity,#00BFFF,TWh
Heat HT,NSC,0.53,Heat HT,#DC143C,TWh
NSC,HVC,30.98,HVC,#00FFFF,TWh
Methanol,MTO,12.89,Methanol,#CC0066,TWh
Heat HT,MTO,3.43,Heat HT,#DC143C,TWh
MTO,HVC,10.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.36,HVC,#00FFFF,TWh
Imp. Gas,Gas,227.58,Gas,#FFD700,TWh
Gas Prod,Gas sto.,24.36,GAS,#FFD700,TWh
Gas sto.,Gas,23.88,GAS,#FFD700,TWh
Gas Prod,Gas,-12.73,GAS,#FFD700,TWh
Gas,Mob public,20.36,GAS,#FFD700,TWh
Gas,Freight,33.18,GAS,#FFD700,TWh
Gas,H2 prod,18.93,GAS,#FFD700,TWh
Gas,Elec,5.98,GAS,#FFD700,TWh
Gas,CHP,93.38,GAS,#FFD700,TWh
Gas,HPs,67.03,GAS,#FFD700,TWh
Electricity,Elec,9.49,Electricity,#00BFFF,TWh
Wind,Elec,42.54,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Coal,Boilers,33.40,Coal,#A0522D,TWh
Solar,Elec,18.79,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Imp. Oil,Oil,56.33,Oil,#8B008B,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,11.63,GAS,#FFD700,TWh
Elec,Mob priv,8.54,Electricity,#00BFFF,TWh
Elec,Mob public,2.05,Electricity,#00BFFF,TWh
Elec,Freight,1.88,Electricity,#00BFFF,TWh
Elec,Exp & Loss,5.62,Electricity,#00BFFF,TWh
Elec,Curt.,0.36,Electricity,#00BFFF,TWh
Elec,Elec demand,91.48,Electricity,#00BFFF,TWh
Solar,Curt.,0.31,Solar,#FFFF00,TWh
Wind,Curt.,0.43,Wind,#27AE34,TWh
Elec,Storage,0.67,Electricity,#00BFFF,TWh
Storage,Elec demand,0.50,Electricity,#00BFFF,TWh
Elec,HPs,7.07,Electricity,#00BFFF,TWh
Elec,Heat HT,0.29,Electricity,#00BFFF,TWh
H2 prod,H2 sto.,3.40,H2,#FF00FF,TWh
H2 sto.,H2,2.94,H2,#FF00FF,TWh
H2 prod,H2,10.47,H2,#FF00FF,TWh
H2,Mob priv,13.47,H2,#FF00FF,TWh
CHP,Elec,44.62,Electricity,#00BFFF,TWh
CHP,DHN,26.14,Heat LT,#FA8072,TWh
CHP,Heat HT,12.48,Heat HT,#DC143C,TWh
HPs,Dec. sto,10.56,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,82.84,Heat LT,#FA8072,TWh
HPs,DHN,26.27,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,9.96,Heat LT,#FA8072,TWh
Boilers,Heat HT,41.59,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,46.59,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.88,Heat LT,#FA8072,TWh
DHN,DHN Sto,8.07,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,7.91,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,50.40,Heat HT,#DC143C,TWh
