Name	HH_constr	HH_op
NUCLEAR	0.000000	0.000000
CCGT	216.919166	0.000000
CCGT_AMMONIA	0.000000	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	17484.403755	0.000000
WIND_ONSHORE	852.254083	0.000000
WIND_OFFSHORE	668.502000	0.000000
HYDRO_RIVER	27.243440	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	538.457222	0.000000
IND_COGEN_WOOD	0.000006	0.000000
IND_COGEN_WASTE	0.000010	0.000000
IND_BOILER_GAS	0.000014	0.000000
IND_BOILER_WOOD	0.000046	0.000000
IND_BOILER_OIL	0.000014	0.000000
IND_BOILER_COAL	0.000018	0.000000
IND_BOILER_WASTE	95.393931	0.000000
IND_DIRECT_ELEC	6.519668	0.000000
DHN_HP_ELEC	283.230979	0.000000
DHN_COGEN_GAS	0.000042	0.000000
DHN_COGEN_WOOD	0.000004	0.000000
DHN_COGEN_WASTE	0.000008	0.000000
DHN_COGEN_WET_BIOMASS	0.000011	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000044	0.000000
DHN_BOILER_GAS	0.000007	0.000000
DHN_BOILER_WOOD	0.000018	0.000000
DHN_BOILER_OIL	0.000003	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000032	0.000000
DEC_HP_ELEC	942.265470	0.000000
DEC_THHP_GAS	0.000112	0.000000
DEC_COGEN_GAS	0.000017	0.000000
DEC_COGEN_OIL	0.000014	0.000000
DEC_ADVCOGEN_GAS	0.000005	0.000000
DEC_ADVCOGEN_H2	0.000004	0.000000
DEC_BOILER_GAS	0.000044	0.000000
DEC_BOILER_WOOD	0.000016	0.000000
DEC_BOILER_OIL	0.000039	0.000000
DEC_SOLAR	0.000732	0.000000
DEC_DIRECT_ELEC	0.000005	0.000000
TRAMWAY_TROLLEY	42.015710	0.000000
BUS_COACH_DIESEL	0.000003	0.000000
BUS_COACH_HYDIESEL	0.000005	0.000000
BUS_COACH_CNG_STOICH	192.162590	0.000000
