Name	Used	Potential
ELECTRICITY	27599.998379	27600.000000
GASOLINE	0.000130	1000000.000000
DIESEL	0.000436	1000000.000000
BIOETHANOL	0.000492	1000000.000000
BIODIESEL	0.000444	1000000.000000
LFO	0.000346	1000000.000000
GAS	126270.917147	1000000.000000
GAS_RE	0.000002	1000000.000000
WOOD	23400.000384	23400.000000
WET_BIOMASS	38900.000554	38900.000000
COAL	0.000443	33400.000000
URANIUM	0.000000	1000000.000000
WASTE	17799.996890	17800.000000
H2	0.002690	1000000.000000
H2_RE	0.000001	1000000.000000
AMMONIA	10195.200291	1000000.000000
METHANOL	38455.232597	1000000.000000
AMMONIA_RE	0.000168	1000000.000000
METHANOL_RE	0.000189	1000000.000000
ELEC_EXPORT	515.421439	1000000.000000
CO2_EMISSIONS	48043.074549	1000000.000000
RES_WIND	41597.329527	1000000.000000
RES_SOLAR	60848.000016	1000000.000000
RES_HYDRO	475.859276	1000000.000000
RES_GEO	0.000000	1000000.000000
CO2_ATM	0.000059	1000000.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
