Name	Used	Potential
ELECTRICITY	27600.000012	27600.000000
GASOLINE	0.000090	1000000.000000
DIESEL	0.000217	1000000.000000
BIOETHANOL	0.000393	1000000.000000
BIODIESEL	0.001444	1000000.000000
LFO	0.000324	1000000.000000
GAS	0.012386	1000000.000000
GAS_RE	124291.207204	1000000.000000
WOOD	23400.000124	23400.000000
WET_BIOMASS	38900.000111	38900.000000
COAL	0.000109	33400.000000
URANIUM	0.000000	1000000.000000
WASTE	17800.000075	17800.000000
H2	0.000440	1000000.000000
H2_RE	0.000001	1000000.000000
AMMONIA	10195.199566	1000000.000000
METHANOL	38455.227514	1000000.000000
AMMONIA_RE	0.000600	1000000.000000
METHANOL_RE	0.003125	1000000.000000
ELEC_EXPORT	165.064985	1000000.000000
CO2_EMISSIONS	47650.415662	1000000.000000
RES_WIND	42614.019801	1000000.000000
RES_SOLAR	61350.167966	1000000.000000
RES_HYDRO	479.561974	1000000.000000
RES_GEO	0.000000	1000000.000000
CO2_ATM	0.000037	1000000.000000
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
