source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,9.81,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,9.81,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,50.88,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.48,Methanol,#CC0066,TWh
Methanol,MTO,49.40,Methanol,#CC0066,TWh
Heat HT,MTO,13.13,Heat HT,#DC143C,TWh
MTO,HVC,39.80,HVC,#00FFFF,TWh
HVC,Non-energy demand,39.80,HVC,#00FFFF,TWh
Imp. Gas,Gas,101.47,Gas,#FFD700,TWh
Gas Prod,Gas sto.,23.52,GAS,#FFD700,TWh
Gas sto.,Gas,23.05,GAS,#FFD700,TWh
Gas Prod,Gas,-7.07,GAS,#FFD700,TWh
Gas,Mob public,4.41,GAS,#FFD700,TWh
Gas,Freight,22.39,GAS,#FFD700,TWh
Gas,Elec,27.13,GAS,#FFD700,TWh
Gas,CHP,63.64,GAS,#FFD700,TWh
Electricity,Elec,21.86,Electricity,#00BFFF,TWh
Wind,Elec,41.47,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Solar,Elec,61.53,Solar,#FFFF00,TWh
Waste,Boilers,17.80,Waste,#808000,TWh
Wood,Boilers,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob priv,14.35,Electricity,#00BFFF,TWh
Elec,Mob public,4.24,Electricity,#00BFFF,TWh
Elec,Freight,1.35,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.00,Electricity,#00BFFF,TWh
Elec,Curt.,0.67,Electricity,#00BFFF,TWh
Elec,Elec demand,80.30,Electricity,#00BFFF,TWh
Solar,Curt.,0.70,Solar,#FFFF00,TWh
Wind,Curt.,1.50,Wind,#27AE34,TWh
Elec,Storage,1.57,Electricity,#00BFFF,TWh
Storage,Elec demand,1.18,Electricity,#00BFFF,TWh
Elec,HPs,45.82,Electricity,#00BFFF,TWh
Elec,HT sto,5.91,Electricity,#00BFFF,TWh
HT sto,Heat HT,5.89,Heat HT,#DC143C,TWh
Elec,Heat HT,6.31,Electricity,#00BFFF,TWh
Imp. H2 RE,H2,1.11,H2,#FF00FF,TWh
H2,Freight,1.11,H2,#FF00FF,TWh
CHP,Elec,27.74,Electricity,#00BFFF,TWh
CHP,Heat HT,29.00,Heat HT,#DC143C,TWh
HPs,Dec. sto,21.28,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,66.25,Heat LT,#FA8072,TWh
HPs,DHN,53.58,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,19.64,Heat LT,#FA8072,TWh
Boilers,Heat HT,34.50,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,31.52,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.68,Heat LT,#FA8072,TWh
DHN,DHN Sto,19.38,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,18.92,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,62.56,Heat HT,#DC143C,TWh
